Codes,Names,Level_4_qualifications,Mean_Annual_Household_Income
E01002054,Haringey 032B,833.00 ,16.00 
E01002056,Haringey 032C,3045.00 ,428.00 
E01002057,Haringey 032D,2480.00 ,801.00 
E01001984,Haringey 033A,4449.00 ,3888.00 
E01001985,Haringey 033B,4676.00 ,4465.00 
E01001987,Haringey 033C,4773.00 ,4578.00 
E01001989,Haringey 033D,4597.00 ,4353.00 
E01001986,Haringey 034A,4454.00 ,4169.00 
E01001988,Haringey 034B,4625.00 ,4011.00 
E01001990,Haringey 034C,4820.00 ,3844.00 
E01002062,Haringey 034D,4726.00 ,3715.00 
E01002005,Haringey 035A,4731.00 ,4171.00 
E01002006,Haringey 035B,4639.00 ,4112.00 
E01002007,Haringey 035C,4730.00 ,4430.00 
E01002009,Haringey 035D,4680.00 ,4515.00 
E01002061,Haringey 036A,4664.00 ,3982.00 
E01002063,Haringey 036B,4236.00 ,3293.00 
E01002064,Haringey 036C,3378.00 ,1752.00 
E01002065,Haringey 036D,4577.00 ,3076.00 
E01002034,Haringey 037A,456.00 ,7.00 
E01002038,Haringey 037B,324.00 ,10.00 
E01002041,Haringey 037C,1488.00 ,99.00 
E01032575,Haringey 037D,947.00 ,74.00 
E01002755,Islington 001A,1775.00 ,2373.00 
E01002756,Islington 001B,3352.00 ,3900.00 
E01002758,Islington 001C,1831.00 ,1720.00 
E01002804,Islington 001D,2870.00 ,2290.00 
E01002807,Islington 001E,2856.00 ,2312.00 
E01002811,Islington 001F,2689.00 ,2720.00 
E01002753,Islington 002A,2440.00 ,2423.00 
E01002754,Islington 002B,3764.00 ,4480.00 
E01002757,Islington 002C,2807.00 ,3485.00 
E01002759,Islington 002D,3957.00 ,4304.00 
E01002760,Islington 002E,1331.00 ,1888.00 
E01002772,Islington 002F,4146.00 ,2924.00 
E01002735,Islington 003A,3674.00 ,2699.00 
E01002805,Islington 003B,4104.00 ,3254.00 
E01002806,Islington 003C,3871.00 ,3728.00 
E01002808,Islington 003D,4151.00 ,3228.00 
E01002809,Islington 003E,3236.00 ,2903.00 
E01002810,Islington 003F,2981.00 ,2832.00 
E01002768,Islington 004A,3416.00 ,3134.00 
E01002770,Islington 004B,3829.00 ,3775.00 
E01002771,Islington 004C,3199.00 ,3233.00 
E01002773,Islington 004D,1090.00 ,1185.00 
E01002774,Islington 004E,4395.00 ,3132.00 
E01002732,Islington 005A,2864.00 ,1911.00 
E01002734,Islington 005B,1314.00 ,788.00 
E01002736,Islington 005C,671.00 ,1221.00 
E01002737,Islington 005D,2099.00 ,1532.00 
E01002751,Islington 005E,2538.00 ,2049.00 
E01002742,Islington 006A,4519.00 ,4673.00 
E01002747,Islington 006B,4250.00 ,4483.00 
E01002748,Islington 006C,2889.00 ,2685.00 
E01002749,Islington 006D,2570.00 ,3415.00 
E01033493,Islington 006F,4686.00 ,4681.00 
E01033494,Islington 006G,4288.00 ,4607.00 
E01002730,Islington 007A,4075.00 ,2932.00 
E01002731,Islington 007B,4801.00 ,3124.00 
E01002733,Islington 007C,4005.00 ,4223.00 
E01002763,Islington 007D,2523.00 ,2410.00 
E01002769,Islington 008A,4544.00 ,4062.00 
E01002785,Islington 008B,4435.00 ,4308.00 
E01002788,Islington 008C,4670.00 ,4217.00 
E01002789,Islington 008D,4759.00 ,4670.00 
E01002738,Islington 009A,4382.00 ,4218.00 
E01002741,Islington 009B,2009.00 ,1901.00 
E01002743,Islington 009C,3936.00 ,3737.00 
E01002744,Islington 009D,4015.00 ,4301.00 
E01002752,Islington 009E,3354.00 ,3535.00 
E01002764,Islington 010A,3392.00 ,2552.00 
E01002783,Islington 010B,2373.00 ,2152.00 
E01002784,Islington 010C,2889.00 ,2402.00 
E01002786,Islington 010D,3407.00 ,2337.00 
E01002787,Islington 010E,2492.00 ,2409.00 
E01002762,Islington 011C,4682.00 ,3922.00 
E01002767,Islington 011D,3491.00 ,2398.00 
E01033486,Islington 011E,1622.00 ,2739.00 
E01033487,Islington 011F,4041.00 ,4164.00 
E01033488,Islington 011G,2545.00 ,2801.00 
E01033491,Islington 011H,4219.00 ,3078.00 
E01033492,Islington 011I,4531.00 ,4377.00 
E01002777,Islington 012A,4184.00 ,3746.00 
E01002778,Islington 012B,2027.00 ,1359.00 
E01002779,Islington 012C,4686.00 ,4015.00 
E01002781,Islington 012D,2298.00 ,2958.00 
E01002782,Islington 012E,1301.00 ,1768.00 
E01002739,Islington 013A,4651.00 ,4603.00 
E01002740,Islington 013B,4752.00 ,4721.00 
E01002745,Islington 013C,4026.00 ,4433.00 
E01002795,Islington 013D,4512.00 ,3674.00 
E01002796,Islington 013E,2807.00 ,4187.00 
E01002716,Islington 014A,4033.00 ,2330.00 
E01002718,Islington 014B,4571.00 ,4560.00 
E01002721,Islington 014C,3815.00 ,3541.00 
E01002775,Islington 014D,4187.00 ,4320.00 
E01002776,Islington 014E,3635.00 ,3190.00 
E01002780,Islington 014F,3865.00 ,3749.00 
E01002708,Islington 015A,3505.00 ,2272.00 
E01002712,Islington 015B,2523.00 ,3058.00 
E01002713,Islington 015C,1020.00 ,1500.00 
E01002765,Islington 015D,3947.00 ,1837.00 
E01002766,Islington 015E,1966.00 ,1267.00 
E01002717,Islington 016A,3236.00 ,4175.00 
E01002719,Islington 016B,4170.00 ,4555.00 
E01002720,Islington 016C,3060.00 ,1889.00 
E01002790,Islington 016D,2203.00 ,2538.00 
E01002791,Islington 016E,4164.00 ,4511.00 
E01002793,Islington 016F,4273.00 ,3188.00 
E01002698,Islington 017A,4761.00 ,4275.00 
E01002699,Islington 017B,4156.00 ,4487.00 
E01002700,Islington 017C,4382.00 ,4815.00 
E01002714,Islington 017D,4628.00 ,4608.00 
E01002792,Islington 017E,4697.00 ,4518.00 
E01002722,Islington 018A,2020.00 ,2622.00 
E01002797,Islington 018B,3910.00 ,2936.00 
E01002798,Islington 018C,4720.00 ,4529.00 
E01002799,Islington 018D,3122.00 ,2595.00 
E01002800,Islington 018E,163.00 ,1513.00 
E01002694,Islington 019A,1436.00 ,1776.00 
E01002697,Islington 019B,2792.00 ,1517.00 
E01002709,Islington 019C,2774.00 ,2234.00 
E01002710,Islington 019D,2286.00 ,2492.00 
E01002715,Islington 019E,1340.00 ,1201.00 
E01002696,Islington 020A,4662.00 ,4508.00 
E01002794,Islington 020B,4658.00 ,4424.00 
E01002801,Islington 020C,4512.00 ,4671.00 
E01002802,Islington 020D,4331.00 ,4609.00 
E01002803,Islington 020E,4770.00 ,4094.00 
E01002695,Islington 021A,4140.00 ,3107.00 
E01002711,Islington 021B,4531.00 ,3456.00 
E01002727,Islington 021C,4133.00 ,3970.00 
E01002728,Islington 021D,3582.00 ,2737.00 
E01002729,Islington 021E,3764.00 ,4258.00 
E01002707,Islington 022B,4299.00 ,3205.00 
E01002723,Islington 022C,2538.00 ,2376.00 
E01002724,Islington 022D,4745.00 ,4643.00 
E01002725,Islington 022E,2182.00 ,2397.00 
E01002726,Islington 022F,3941.00 ,3432.00 
E01033489,Islington 022G,4589.00 ,4496.00 
E01033490,Islington 022H,4442.00 ,3217.00 
E01002701,Islington 023A,2959.00 ,2580.00 
E01002702,Islington 023B,3496.00 ,2453.00 
E01002703,Islington 023C,2652.00 ,2302.00 
E01002704,Islington 023D,4111.00 ,3397.00 
E01002706,Islington 023E,3645.00 ,2769.00 
E01002852,Kensington and Chelsea 001A,2260.00 ,1043.00 
E01002853,Kensington and Chelsea 001B,260.00 ,1127.00 
E01002854,Kensington and Chelsea 001C,344.00 ,973.00 
E01002855,Kensington and Chelsea 001D,2410.00 ,1581.00 
E01002857,Kensington and Chelsea 001E,290.00 ,101.00 
E01002904,Kensington and Chelsea 002A,138.00 ,465.00 
E01002905,Kensington and Chelsea 002B,1550.00 ,1760.00 
E01002906,Kensington and Chelsea 002C,2307.00 ,2517.00 
E01002907,Kensington and Chelsea 002D,203.00 ,1625.00 
E01002876,Kensington and Chelsea 003A,3859.00 ,3925.00 
E01002877,Kensington and Chelsea 003B,1668.00 ,1590.00 
E01002878,Kensington and Chelsea 003C,3823.00 ,3251.00 
E01002908,Kensington and Chelsea 003D,2748.00 ,3391.00 
E01002909,Kensington and Chelsea 003E,4625.00 ,3619.00 
E01002829,Kensington and Chelsea 004A,3285.00 ,3331.00 
E01002830,Kensington and Chelsea 004B,3653.00 ,2775.00 
E01002831,Kensington and Chelsea 004C,4051.00 ,3175.00 
E01002832,Kensington and Chelsea 004D,3611.00 ,3268.00 
E01002856,Kensington and Chelsea 004E,4049.00 ,2947.00 
E01002870,Kensington and Chelsea 005A,1156.00 ,920.00 
E01002872,Kensington and Chelsea 005B,2078.00 ,3301.00 
E01002879,Kensington and Chelsea 005C,2020.00 ,1822.00 
E01002880,Kensington and Chelsea 005D,962.00 ,545.00 
E01002881,Kensington and Chelsea 005E,1028.00 ,2057.00 
E01002882,Kensington and Chelsea 006A,3582.00 ,4399.00 
E01002883,Kensington and Chelsea 006B,4636.00 ,4695.00 
E01002884,Kensington and Chelsea 006C,3910.00 ,4194.00 
E01002885,Kensington and Chelsea 006D,4508.00 ,3976.00 
E01002886,Kensington and Chelsea 006E,4267.00 ,4714.00 
E01002833,Kensington and Chelsea 007A,4280.00 ,4401.00 
E01002871,Kensington and Chelsea 007B,4411.00 ,4823.00 
E01002873,Kensington and Chelsea 007C,3452.00 ,4458.00 
E01002874,Kensington and Chelsea 007D,3778.00 ,3989.00 
E01002875,Kensington and Chelsea 007E,3964.00 ,4688.00 
E01002824,Kensington and Chelsea 008A,4187.00 ,4747.00 
E01002825,Kensington and Chelsea 008B,4540.00 ,4797.00 
E01002826,Kensington and Chelsea 008C,4380.00 ,4680.00 
E01002827,Kensington and Chelsea 008D,4740.00 ,4780.00 
E01002828,Kensington and Chelsea 008E,3883.00 ,4772.00 
E01002864,Kensington and Chelsea 009A,3711.00 ,4819.00 
E01002866,Kensington and Chelsea 009B,4245.00 ,3687.00 
E01002867,Kensington and Chelsea 009C,4592.00 ,3463.00 
E01002868,Kensington and Chelsea 009D,4426.00 ,4828.00 
E01002869,Kensington and Chelsea 009E,4213.00 ,3849.00 
E01002887,Kensington and Chelsea 010A,4376.00 ,4665.00 
E01002889,Kensington and Chelsea 010B,3344.00 ,4794.00 
E01002890,Kensington and Chelsea 010C,4395.00 ,4831.00 
E01002891,Kensington and Chelsea 010D,3947.00 ,4784.00 
E01002892,Kensington and Chelsea 010E,4612.00 ,4738.00 
E01002813,Kensington and Chelsea 011A,4660.00 ,4809.00 
E01002815,Kensington and Chelsea 011B,3887.00 ,3931.00 
E01002816,Kensington and Chelsea 011C,4056.00 ,4741.00 
E01002817,Kensington and Chelsea 011D,4389.00 ,4762.00 
E01002865,Kensington and Chelsea 011E,3403.00 ,4825.00 
E01002818,Kensington and Chelsea 012A,4699.00 ,4709.00 
E01002819,Kensington and Chelsea 012B,4316.00 ,4769.00 
E01002859,Kensington and Chelsea 012C,4449.00 ,4796.00 
E01002860,Kensington and Chelsea 012D,4295.00 ,4829.00 
E01002863,Kensington and Chelsea 012E,3903.00 ,4798.00 
E01002812,Kensington and Chelsea 013A,4567.00 ,4500.00 
E01002834,Kensington and Chelsea 013B,3883.00 ,4658.00 
E01002839,Kensington and Chelsea 013C,4316.00 ,3855.00 
E01002850,Kensington and Chelsea 013D,3491.00 ,3698.00 
E01002888,Kensington and Chelsea 013E,4810.00 ,4502.00 
E01002821,Kensington and Chelsea 014A,3983.00 ,4790.00 
E01002823,Kensington and Chelsea 014B,2245.00 ,3634.00 
E01002858,Kensington and Chelsea 014C,2698.00 ,2382.00 
E01002861,Kensington and Chelsea 014D,3951.00 ,4764.00 
E01002862,Kensington and Chelsea 014E,3268.00 ,2561.00 
E01002814,Kensington and Chelsea 015A,4213.00 ,3414.00 
E01002847,Kensington and Chelsea 015B,4426.00 ,3927.00 
E01002848,Kensington and Chelsea 015C,4079.00 ,3378.00 
E01002851,Kensington and Chelsea 015D,3460.00 ,2708.00 
E01002820,Kensington and Chelsea 016A,3811.00 ,4689.00 
E01002822,Kensington and Chelsea 016B,3514.00 ,4806.00 
E01002835,Kensington and Chelsea 016C,4512.00 ,4739.00 
E01002836,Kensington and Chelsea 016D,4154.00 ,4685.00 
E01002837,Kensington and Chelsea 016E,4087.00 ,4749.00 
E01002846,Kensington and Chelsea 017A,3403.00 ,3405.00 
E01002849,Kensington and Chelsea 017B,4161.00 ,4153.00 
E01002893,Kensington and Chelsea 017C,4454.00 ,3779.00 
E01002894,Kensington and Chelsea 017D,4265.00 ,4412.00 
E01002898,Kensington and Chelsea 017E,4019.00 ,4745.00 
E01002899,Kensington and Chelsea 018A,3084.00 ,3876.00 
E01002900,Kensington and Chelsea 018B,3931.00 ,4821.00 
E01002901,Kensington and Chelsea 018C,2879.00 ,4573.00 
E01002902,Kensington and Chelsea 018D,4496.00 ,4644.00 
E01002903,Kensington and Chelsea 018E,4343.00 ,4834.00 
E01002844,Kensington and Chelsea 019A,3718.00 ,4712.00 
E01002845,Kensington and Chelsea 019B,3445.00 ,3916.00 
E01002910,Kensington and Chelsea 019C,3371.00 ,4501.00 
E01002911,Kensington and Chelsea 019D,4280.00 ,4800.00 
E01002914,Kensington and Chelsea 019E,4164.00 ,4740.00 
E01002838,Kensington and Chelsea 020A,3354.00 ,4722.00 
E01002895,Kensington and Chelsea 020B,3773.00 ,4817.00 
E01002896,Kensington and Chelsea 020C,4662.00 ,4718.00 
E01002897,Kensington and Chelsea 020D,3601.00 ,3894.00 
E01002912,Kensington and Chelsea 020E,4435.00 ,4544.00 
E01002840,Kensington and Chelsea 021A,1775.00 ,2605.00 
E01002841,Kensington and Chelsea 021B,2580.00 ,3623.00 
E01002842,Kensington and Chelsea 021C,402.00 ,568.00 
E01002843,Kensington and Chelsea 021D,1322.00 ,2485.00 
E01002913,Kensington and Chelsea 021E,4369.00 ,4052.00 
E01003015,Lambeth 002A,2552.00 ,1214.00 
E01003108,Lambeth 002B,2570.00 ,1571.00 
E01003110,Lambeth 002C,4618.00 ,3816.00 
E01003111,Lambeth 002D,856.00 ,328.00 
E01003112,Lambeth 002E,2460.00 ,1677.00 
E01003101,Lambeth 003A,3387.00 ,2183.00 
E01003105,Lambeth 003B,3036.00 ,1651.00 
E01003106,Lambeth 003C,4489.00 ,3214.00 
E01003107,Lambeth 003D,4737.00 ,4001.00 
E01003109,Lambeth 003E,4284.00 ,1910.00 
E01003102,Lambeth 004A,4512.00 ,3237.00 
E01003104,Lambeth 004C,3999.00 ,2348.00 
E01003122,Lambeth 004D,4187.00 ,2134.00 
E01003129,Lambeth 004E,4164.00 ,2509.00 
E01033207,Lambeth 004F,2995.00 ,2028.00 
E01033208,Lambeth 004G,4585.00 ,3403.00 
E01003098,Lambeth 005A,3501.00 ,2544.00 
E01003099,Lambeth 005B,3522.00 ,2063.00 
E01003100,Lambeth 005C,4814.00 ,3817.00 
E01003180,Lambeth 005D,3185.00 ,2320.00 
E01003183,Lambeth 005E,2552.00 ,1451.00 
E01003097,Lambeth 006A,2163.00 ,904.00 
E01003121,Lambeth 006B,934.00 ,544.00 
E01003123,Lambeth 006C,4071.00 ,3802.00 
E01003124,Lambeth 006D,2419.00 ,1442.00 
E01003125,Lambeth 006E,1175.00 ,250.00 
E01003181,Lambeth 007A,2758.00 ,1662.00 
E01003184,Lambeth 007B,456.00 ,199.00 
E01003185,Lambeth 007C,3992.00 ,2249.00 
E01003186,Lambeth 007D,4562.00 ,3265.00 
E01003187,Lambeth 007E,1715.00 ,865.00 
E01003089,Lambeth 008A,2252.00 ,717.00 
E01003091,Lambeth 008B,3210.00 ,1912.00 
E01003092,Lambeth 008C,2538.00 ,815.00 
E01003126,Lambeth 008D,2252.00 ,1333.00 
E01003128,Lambeth 008E,1474.00 ,532.00 
E01003046,Lambeth 009A,1463.00 ,338.00 
E01003048,Lambeth 009B,1116.00 ,251.00 
E01003075,Lambeth 009C,762.00 ,206.00 
E01003182,Lambeth 009D,3210.00 ,2119.00 
E01003188,Lambeth 009E,1237.00 ,497.00 
E01003088,Lambeth 010A,4151.00 ,2111.00 
E01003093,Lambeth 010B,3029.00 ,695.00 
E01003094,Lambeth 010C,3778.00 ,2586.00 
E01003096,Lambeth 010D,4813.00 ,3756.00 
E01003127,Lambeth 010E,3865.00 ,2527.00 
E01003045,Lambeth 011A,1866.00 ,513.00 
E01003047,Lambeth 011B,2807.00 ,1298.00 
E01003049,Lambeth 011C,1883.00 ,595.00 
E01003059,Lambeth 011D,1430.00 ,453.00 
E01003060,Lambeth 011E,772.00 ,184.00 
E01003061,Lambeth 011F,1762.00 ,1636.00 
E01003034,Lambeth 012A,4221.00 ,3367.00 
E01003035,Lambeth 012B,4573.00 ,3832.00 
E01003036,Lambeth 012C,4115.00 ,3747.00 
E01003090,Lambeth 012D,4816.00 ,3232.00 
E01003095,Lambeth 012E,4577.00 ,3945.00 
E01003037,Lambeth 013A,2860.00 ,1738.00 
E01003038,Lambeth 013B,4606.00 ,4519.00 
E01003039,Lambeth 013C,4819.00 ,4533.00 
E01003040,Lambeth 013D,3702.00 ,4064.00 
E01003042,Lambeth 013E,2508.00 ,2487.00 
E01003072,Lambeth 014A,4490.00 ,4201.00 
E01003073,Lambeth 014B,3084.00 ,2315.00 
E01003076,Lambeth 014C,4225.00 ,2483.00 
E01003077,Lambeth 014D,4019.00 ,2415.00 
E01003078,Lambeth 014E,3992.00 ,4396.00 
E01003019,Lambeth 015A,4800.00 ,3877.00 
E01003053,Lambeth 015B,4745.00 ,3948.00 
E01003054,Lambeth 015C,4812.00 ,4193.00 
E01003056,Lambeth 015D,4751.00 ,3028.00 
E01003058,Lambeth 015E,4794.00 ,3580.00 
E01003020,Lambeth 016A,4291.00 ,2933.00 
E01003050,Lambeth 016B,4376.00 ,2723.00 
E01003052,Lambeth 016C,1507.00 ,313.00 
E01003055,Lambeth 016D,4091.00 ,2830.00 
E01003176,Lambeth 016E,2698.00 ,838.00 
E01003029,Lambeth 017A,4672.00 ,3760.00 
E01003032,Lambeth 017B,3859.00 ,2360.00 
E01003041,Lambeth 017C,3489.00 ,1909.00 
E01003057,Lambeth 017D,3618.00 ,1913.00 
E01003043,Lambeth 018A,4359.00 ,3385.00 
E01003044,Lambeth 018B,930.00 ,926.00 
E01003051,Lambeth 018C,2492.00 ,1098.00 
E01003071,Lambeth 018D,4824.00 ,3968.00 
E01003074,Lambeth 018E,4781.00 ,3537.00 
E01003026,Lambeth 019A,4631.00 ,4569.00 
E01003027,Lambeth 019B,4161.00 ,4756.00 
E01003028,Lambeth 019C,3976.00 ,4211.00 
E01003030,Lambeth 019D,4797.00 ,4532.00 
E01003033,Lambeth 019E,4133.00 ,4531.00 
E01003018,Lambeth 020A,4805.00 ,3511.00 
E01003171,Lambeth 020B,4244.00 ,2355.00 
E01003173,Lambeth 020C,4036.00 ,3647.00 
E01003177,Lambeth 020D,3933.00 ,2442.00 
E01003178,Lambeth 020E,4325.00 ,3772.00 
E01003021,Lambeth 021A,2480.00 ,1089.00 
E01003022,Lambeth 021B,4191.00 ,3292.00 
E01003023,Lambeth 021C,4756.00 ,2533.00 
E01003024,Lambeth 021D,2381.00 ,942.00 
E01003025,Lambeth 021E,3627.00 ,1925.00 
E01003136,Lambeth 022A,3331.00 ,2100.00 
E01003137,Lambeth 022B,1957.00 ,1047.00 
E01003159,Lambeth 022C,2173.00 ,1603.00 
E01003160,Lambeth 022D,954.00 ,451.00 
E01003162,Lambeth 022E,1528.00 ,290.00 
E01003031,Lambeth 023A,4194.00 ,2742.00 
E01003156,Lambeth 023B,3815.00 ,3646.00 
E01003157,Lambeth 023C,4203.00 ,4470.00 
E01003158,Lambeth 023D,4636.00 ,4550.00 
E01003161,Lambeth 023E,3158.00 ,3510.00 
E01003163,Lambeth 023F,3324.00 ,3418.00 
E01003132,Lambeth 024A,1382.00 ,1103.00 
E01003172,Lambeth 024B,3268.00 ,1575.00 
E01003174,Lambeth 024C,1943.00 ,366.00 
E01003175,Lambeth 024D,1197.00 ,1242.00 
E01003179,Lambeth 024E,1587.00 ,449.00 
E01003164,Lambeth 025A,4221.00 ,2399.00 
E01003165,Lambeth 025B,3529.00 ,3464.00 
E01003168,Lambeth 025C,1156.00 ,1212.00 
E01003169,Lambeth 025D,4702.00 ,2965.00 
E01003170,Lambeth 025E,4567.00 ,4388.00 
E01003130,Lambeth 026A,3933.00 ,3347.00 
E01003131,Lambeth 026B,3427.00 ,3784.00 
E01003135,Lambeth 026C,3185.00 ,2232.00 
E01003138,Lambeth 026D,4352.00 ,4355.00 
E01003151,Lambeth 026E,2401.00 ,403.00 
E01003079,Lambeth 027A,2823.00 ,1921.00 
E01003080,Lambeth 027B,3416.00 ,3142.00 
E01003133,Lambeth 027C,3751.00 ,3164.00 
E01003134,Lambeth 027D,3099.00 ,3431.00 
E01003152,Lambeth 027E,4104.00 ,3421.00 
E01003064,Lambeth 028A,4019.00 ,4055.00 
E01003066,Lambeth 028B,2265.00 ,1685.00 
E01003081,Lambeth 028C,3055.00 ,2107.00 
E01003166,Lambeth 028D,4531.00 ,2835.00 
E01003167,Lambeth 028E,4258.00 ,4367.00 
E01003116,Lambeth 029A,3354.00 ,3648.00 
E01003117,Lambeth 029B,4240.00 ,2870.00 
E01003118,Lambeth 029C,3903.00 ,3564.00 
E01003153,Lambeth 029D,4547.00 ,2752.00 
E01003155,Lambeth 029E,3590.00 ,3336.00 
E01003083,Lambeth 030A,2652.00 ,3555.00 
E01003084,Lambeth 030B,3471.00 ,3609.00 
E01003085,Lambeth 030C,2831.00 ,3159.00 
E01003149,Lambeth 030D,3635.00 ,3685.00 
E01003154,Lambeth 030E,2460.00 ,1628.00 
E01003065,Lambeth 031A,806.00 ,703.00 
E01003068,Lambeth 031B,1678.00 ,1966.00 
E01003082,Lambeth 031C,1715.00 ,1716.00 
E01003086,Lambeth 031D,973.00 ,814.00 
E01003087,Lambeth 031E,742.00 ,310.00 
E01003113,Lambeth 032A,4115.00 ,2504.00 
E01003114,Lambeth 032B,3898.00 ,2731.00 
E01003119,Lambeth 032C,4019.00 ,2860.00 
E01003120,Lambeth 032D,3561.00 ,1813.00 
E01003148,Lambeth 032E,3639.00 ,3019.00 
E01003150,Lambeth 032F,2874.00 ,1766.00 
E01003062,Lambeth 033A,3795.00 ,2880.00 
E01003063,Lambeth 033B,1682.00 ,974.00 
E01003067,Lambeth 033C,3022.00 ,3478.00 
E01003069,Lambeth 033D,1340.00 ,1970.00 
E01003070,Lambeth 033E,1303.00 ,1155.00 
E01003115,Lambeth 034A,3148.00 ,2574.00 
E01003141,Lambeth 034B,2758.00 ,2170.00 
E01003144,Lambeth 034C,3072.00 ,4250.00 
E01003145,Lambeth 034D,3247.00 ,2335.00 
E01003147,Lambeth 034E,3384.00 ,2346.00 
E01003139,Lambeth 035A,1831.00 ,2038.00 
E01003140,Lambeth 035B,1488.00 ,2226.00 
E01003142,Lambeth 035C,721.00 ,1678.00 
E01003143,Lambeth 035D,981.00 ,1489.00 
E01003146,Lambeth 035E,1175.00 ,1726.00 
E01003013,Lambeth 036A,4698.00 ,4438.00 
E01003014,Lambeth 036B,3295.00 ,2438.00 
E01003016,Lambeth 036C,2689.00 ,3570.00 
E01003017,Lambeth 036D,3489.00 ,2888.00 
E01032582,Lambeth 036E,4277.00 ,2408.00 
E01003244,Lewisham 001A,1446.00 ,229.00 
E01003245,Lewisham 001B,947.00 ,560.00 
E01003247,Lewisham 001C,3639.00 ,2706.00 
E01003249,Lewisham 001D,3471.00 ,1633.00 
E01003250,Lewisham 001E,3328.00 ,1344.00 
E01003246,Lewisham 002A,1436.00 ,592.00 
E01003248,Lewisham 002B,1981.00 ,571.00 
E01003251,Lewisham 002C,1129.00 ,121.00 
E01003252,Lewisham 002D,329.00 ,45.00 
E01003253,Lewisham 002E,1678.00 ,421.00 
E01003297,Lewisham 003A,2401.00 ,1118.00 
E01003299,Lewisham 003B,2467.00 ,1462.00 
E01003301,Lewisham 003C,3711.00 ,1892.00 
E01003302,Lewisham 003D,1749.00 ,681.00 
E01003305,Lewisham 003E,1276.00 ,1079.00 
E01003207,Lewisham 005A,1389.00 ,489.00 
E01003209,Lewisham 005B,3629.00 ,1307.00 
E01003210,Lewisham 005C,4123.00 ,3029.00 
E01003212,Lewisham 005D,4208.00 ,2560.00 
E01003215,Lewisham 005E,3815.00 ,1632.00 
E01003338,Lewisham 006A,1786.00 ,316.00 
E01003339,Lewisham 006B,3331.00 ,1952.00 
E01003340,Lewisham 006C,4517.00 ,3150.00 
E01003341,Lewisham 006D,3645.00 ,3610.00 
E01003343,Lewisham 006E,2774.00 ,2333.00 
E01003199,Lewisham 007A,4418.00 ,4344.00 
E01003201,Lewisham 007B,3060.00 ,2773.00 
E01003204,Lewisham 007C,3111.00 ,3452.00 
E01003205,Lewisham 007D,423.00 ,470.00 
E01003206,Lewisham 007E,4138.00 ,4185.00 
E01003211,Lewisham 008B,3838.00 ,3245.00 
E01003213,Lewisham 008C,4487.00 ,3490.00 
E01003214,Lewisham 008D,3227.00 ,1681.00 
E01033324,Lewisham 008E,3084.00 ,2169.00 
E01033325,Lewisham 008F,4425.00 ,3940.00 
E01003198,Lewisham 009A,3653.00 ,4047.00 
E01003200,Lewisham 009B,4400.00 ,4499.00 
E01003202,Lewisham 009C,4386.00 ,4530.00 
E01003203,Lewisham 009D,3891.00 ,2353.00 
E01003336,Lewisham 010A,962.00 ,358.00 
E01003337,Lewisham 010B,558.00 ,705.00 
E01003342,Lewisham 010C,3847.00 ,2940.00 
E01003344,Lewisham 010D,3891.00 ,2894.00 
E01003345,Lewisham 010E,3859.00 ,2779.00 
E01003273,Lewisham 011A,4019.00 ,1812.00 
E01003277,Lewisham 011B,3957.00 ,3338.00 
E01003278,Lewisham 011C,3912.00 ,2758.00 
