Codes,Names,Population_Density, Census_Population_All Ages,house_price,Unemployment_Rate,Level_4_qualifications,Mean_Annual_Household_Income
E01001783,Hackney 026D,92.00 ,4010.00 ,765.00 ,4775.00 ,2410.00 ,342.00 
E01001777,Hackney 027B,1622.00 ,4728.00 ,2806.00 ,3079.00 ,4369.00 ,1260.00 
E01001780,Hackney 027D,751.00 ,3676.00 ,2504.00 ,4244.00 ,3445.00 ,1340.00 
E01001784,Hackney 027E,207.00 ,4677.00 ,2259.00 ,3636.00 ,3445.00 ,909.00 
E01033706,Hackney 027F,1224.00 ,1292.00 ,3967.00 ,1803.00 ,4562.00 ,3908.00 
E01033708,Hackney 027G,3857.00 ,1860.00 ,4129.00 ,520.00 ,4722.00 ,4325.00 
E01033709,Hackney 027H,374.00 ,2553.00 ,2661.00 ,1656.00 ,3852.00 ,2362.00 
E01033711,Hackney 027I,223.00 ,29.00 ,3410.00 ,1198.00 ,3302.00 ,3189.00 
E01001798,Hackney 028A,650.00 ,3457.00 ,728.00 ,4727.00 ,1600.00 ,501.00 
E01001828,Hackney 028B,780.00 ,4447.00 ,435.00 ,4742.00 ,2189.00 ,597.00 
E01033702,Hackney 028C,563.00 ,64.00 ,3352.00 ,4204.00 ,1116.00 ,1151.00 
E01033705,Hackney 028D,1714.00 ,510.00 ,2661.00 ,4370.00 ,1397.00 ,1180.00 
E01033710,Hackney 028E,18.00 ,53.00 ,1245.00 ,3975.00 ,1642.00 ,1488.00 
E01001722,Hackney 029A,663.00 ,4387.00 ,2501.00 ,4084.00 ,2797.00 ,1244.00 
E01001728,Hackney 029B,422.00 ,4365.00 ,561.00 ,4355.00 ,208.00 ,1600.00 
E01001822,Hackney 029C,320.00 ,3457.00 ,2427.00 ,4697.00 ,730.00 ,426.00 
E01001827,Hackney 029D,1918.00 ,4076.00 ,323.00 ,4656.00 ,413.00 ,821.00 
E01001874,Hammersmith and Fulham 001A,4643.00 ,4443.00 ,3730.00 ,2821.00 ,3718.00 ,2002.00 
E01001875,Hammersmith and Fulham 001B,1862.00 ,3834.00 ,2354.00 ,4295.00 ,1303.00 ,1143.00 
E01001876,Hammersmith and Fulham 001C,4616.00 ,4649.00 ,2307.00 ,3679.00 ,3664.00 ,1209.00 
E01001877,Hammersmith and Fulham 001D,4712.00 ,276.00 ,678.00 ,3596.00 ,1488.00 ,1794.00 
E01001878,Hammersmith and Fulham 001E,1343.00 ,2743.00 ,2746.00 ,4333.00 ,680.00 ,1313.00 
E01001955,Hammersmith and Fulham 002A,2650.00 ,3574.00 ,4059.00 ,4563.00 ,1258.00 ,729.00 
E01001957,Hammersmith and Fulham 002B,175.00 ,2033.00 ,678.00 ,4484.00 ,465.00 ,54.00 
E01001958,Hammersmith and Fulham 002C,24.00 ,2563.00 ,1034.00 ,4539.00 ,465.00 ,23.00 
E01001961,Hammersmith and Fulham 002D,156.00 ,1518.00 ,721.00 ,4660.00 ,514.00 ,43.00 
E01001954,Hammersmith and Fulham 003A,372.00 ,1166.00 ,4275.00 ,2452.00 ,2797.00 ,2558.00 
E01001956,Hammersmith and Fulham 003B,1213.00 ,1792.00 ,4120.00 ,3251.00 ,2698.00 ,2905.00 
E01001959,Hammersmith and Fulham 003C,2268.00 ,3037.00 ,3530.00 ,4220.00 ,1536.00 ,1757.00 
E01001960,Hammersmith and Fulham 003D,269.00 ,3963.00 ,3485.00 ,1053.00 ,4373.00 ,3280.00 
E01001943,Hammersmith and Fulham 004A,4164.00 ,4199.00 ,4399.00 ,2871.00 ,4258.00 ,2578.00 
E01001944,Hammersmith and Fulham 004B,116.00 ,2743.00 ,1989.00 ,4783.00 ,1930.00 ,202.00 
E01001945,Hammersmith and Fulham 004C,849.00 ,3224.00 ,3300.00 ,1691.00 ,3838.00 ,3025.00 
E01001946,Hammersmith and Fulham 004D,1021.00 ,2212.00 ,3876.00 ,2570.00 ,3664.00 ,2740.00 
E01001862,Hammersmith and Fulham 005A,422.00 ,3333.00 ,3321.00 ,3216.00 ,3362.00 ,2385.00 
E01001940,Hammersmith and Fulham 005B,271.00 ,1880.00 ,2854.00 ,3229.00 ,3227.00 ,2174.00 
E01001941,Hammersmith and Fulham 005C,1434.00 ,2637.00 ,3040.00 ,2012.00 ,4411.00 ,2950.00 
E01001942,Hammersmith and Fulham 005D,444.00 ,3894.00 ,3131.00 ,2765.00 ,4175.00 ,3062.00 
E01001858,Hammersmith and Fulham 006A,1043.00 ,3506.00 ,2048.00 ,2095.00 ,3460.00 ,2495.00 
E01001860,Hammersmith and Fulham 006B,351.00 ,3339.00 ,2283.00 ,4155.00 ,3136.00 ,1718.00 
E01001861,Hammersmith and Fulham 006C,201.00 ,956.00 ,3132.00 ,2970.00 ,2797.00 ,2540.00 
E01001863,Hammersmith and Fulham 006D,306.00 ,1214.00 ,4259.00 ,2009.00 ,3482.00 ,3656.00 
E01001864,Hammersmith and Fulham 006E,193.00 ,1645.00 ,4472.00 ,2446.00 ,3387.00 ,3112.00 
E01001852,Hammersmith and Fulham 007A,202.00 ,3500.00 ,3653.00 ,1008.00 ,4747.00 ,3670.00 
E01001853,Hammersmith and Fulham 007B,295.00 ,1233.00 ,3513.00 ,1185.00 ,4301.00 ,4188.00 
E01001854,Hammersmith and Fulham 007C,124.00 ,3078.00 ,2806.00 ,2374.00 ,4386.00 ,3087.00 
E01001857,Hammersmith and Fulham 007D,154.00 ,820.00 ,935.00 ,3723.00 ,2552.00 ,1092.00 
E01001859,Hammersmith and Fulham 008A,700.00 ,4787.00 ,3561.00 ,2838.00 ,4670.00 ,2565.00 
E01001865,Hammersmith and Fulham 008B,886.00 ,2688.00 ,4062.00 ,2609.00 ,3871.00 ,3891.00 
E01001927,Hammersmith and Fulham 008C,2367.00 ,998.00 ,4777.00 ,1520.00 ,3820.00 ,4697.00 
E01001930,Hammersmith and Fulham 008D,3066.00 ,3834.00 ,3828.00 ,1963.00 ,4146.00 ,3147.00 
E01001895,Hammersmith and Fulham 009A,362.00 ,1800.00 ,4150.00 ,1885.00 ,3674.00 ,3708.00 
E01001896,Hammersmith and Fulham 009B,320.00 ,1373.00 ,3860.00 ,1210.00 ,3311.00 ,2828.00 
E01001897,Hammersmith and Fulham 009C,490.00 ,714.00 ,4685.00 ,1200.00 ,3696.00 ,4506.00 
E01001929,Hammersmith and Fulham 009D,338.00 ,125.00 ,4526.00 ,283.00 ,3611.00 ,4620.00 
E01001851,Hammersmith and Fulham 010A,550.00 ,2201.00 ,4659.00 ,251.00 ,4313.00 ,4667.00 
E01001855,Hammersmith and Fulham 010B,216.00 ,2637.00 ,3986.00 ,1269.00 ,4557.00 ,4061.00 
E01001856,Hammersmith and Fulham 010C,300.00 ,2610.00 ,4796.00 ,2851.00 ,3696.00 ,3035.00 
E01001869,Hammersmith and Fulham 010D,2848.00 ,253.00 ,4795.00 ,183.00 ,3725.00 ,4736.00 
E01001873,Hammersmith and Fulham 010E,93.00 ,673.00 ,3561.00 ,2531.00 ,3337.00 ,2976.00 
E01001928,Hammersmith and Fulham 011A,2182.00 ,3016.00 ,4686.00 ,2477.00 ,3820.00 ,3984.00 
E01001931,Hammersmith and Fulham 011B,137.00 ,956.00 ,2746.00 ,2685.00 ,3645.00 ,2646.00 
E01001932,Hammersmith and Fulham 011C,2048.00 ,2089.00 ,4218.00 ,2529.00 ,4121.00 ,3157.00 
E01001933,Hammersmith and Fulham 011D,2100.00 ,222.00 ,3924.00 ,2545.00 ,3407.00 ,4069.00 
E01001866,Hammersmith and Fulham 012A,1524.00 ,1652.00 ,4502.00 ,2187.00 ,4184.00 ,4030.00 
E01001867,Hammersmith and Fulham 012B,377.00 ,333.00 ,3214.00 ,2083.00 ,3674.00 ,3209.00 
E01001868,Hammersmith and Fulham 012C,81.00 ,266.00 ,2957.00 ,3454.00 ,1216.00 ,1205.00 
E01001870,Hammersmith and Fulham 012D,579.00 ,4123.00 ,3688.00 ,1499.00 ,4750.00 ,3133.00 
E01001871,Hammersmith and Fulham 012E,1162.00 ,1905.00 ,4320.00 ,1980.00 ,4335.00 ,4106.00 
E01001872,Hammersmith and Fulham 012F,156.00 ,2005.00 ,3800.00 ,3020.00 ,4389.00 ,3810.00 
E01001893,Hammersmith and Fulham 013A,234.00 ,105.00 ,3090.00 ,3719.00 ,1301.00 ,1667.00 
E01001894,Hammersmith and Fulham 013B,1655.00 ,209.00 ,4205.00 ,3424.00 ,2652.00 ,2306.00 
E01001898,Hammersmith and Fulham 013C,3367.00 ,1771.00 ,4139.00 ,2305.00 ,4075.00 ,3597.00 
E01001899,Hammersmith and Fulham 013D,1043.00 ,380.00 ,3530.00 ,4032.00 ,1515.00 ,1420.00 
E01001900,Hammersmith and Fulham 013E,1248.00 ,3457.00 ,4439.00 ,2611.00 ,3392.00 ,2500.00 
E01001889,Hammersmith and Fulham 014A,1420.00 ,411.00 ,4093.00 ,919.00 ,3941.00 ,4168.00 
E01001910,Hammersmith and Fulham 014B,254.00 ,1064.00 ,3137.00 ,1257.00 ,4363.00 ,3622.00 
E01001913,Hammersmith and Fulham 014C,735.00 ,1343.00 ,4160.00 ,165.00 ,4753.00 ,4598.00 
E01001914,Hammersmith and Fulham 014D,130.00 ,2948.00 ,3385.00 ,1503.00 ,4531.00 ,3109.00 
E01001885,Hammersmith and Fulham 015A,54.00 ,207.00 ,848.00 ,4780.00 ,321.00 ,232.00 
E01001908,Hammersmith and Fulham 015B,19.00 ,2244.00 ,3889.00 ,1900.00 ,4471.00 ,3333.00 
E01001909,Hammersmith and Fulham 015C,377.00 ,3658.00 ,3730.00 ,2202.00 ,4156.00 ,2968.00 
E01001911,Hammersmith and Fulham 015D,1654.00 ,3281.00 ,3462.00 ,3878.00 ,2603.00 ,1211.00 
E01001912,Hammersmith and Fulham 015E,471.00 ,1849.00 ,3015.00 ,4357.00 ,1457.00 ,1031.00 
E01001886,Hammersmith and Fulham 016A,513.00 ,1591.00 ,4566.00 ,3283.00 ,2864.00 ,2332.00 
E01001887,Hammersmith and Fulham 016B,728.00 ,1122.00 ,3689.00 ,1701.00 ,3154.00 ,2425.00 
E01001890,Hammersmith and Fulham 016C,1154.00 ,3618.00 ,3127.00 ,561.00 ,4585.00 ,3031.00 
E01001892,Hammersmith and Fulham 016D,159.00 ,340.00 ,3945.00 ,3168.00 ,2451.00 ,2241.00 
E01001880,Hammersmith and Fulham 017A,1087.00 ,950.00 ,3824.00 ,1909.00 ,3434.00 ,3155.00 
E01001881,Hammersmith and Fulham 017B,807.00 ,2021.00 ,4522.00 ,573.00 ,4316.00 ,4359.00 
E01001882,Hammersmith and Fulham 017C,236.00 ,3289.00 ,4393.00 ,904.00 ,4615.00 ,4376.00 
E01001883,Hammersmith and Fulham 017D,1180.00 ,873.00 ,4087.00 ,1529.00 ,3354.00 ,2882.00 
E01001884,Hammersmith and Fulham 017E,265.00 ,3778.00 ,3908.00 ,1584.00 ,3951.00 ,2831.00 
E01001888,Hammersmith and Fulham 018A,513.00 ,2005.00 ,4511.00 ,1254.00 ,4082.00 ,4103.00 
E01001891,Hammersmith and Fulham 018B,1962.00 ,4390.00 ,3766.00 ,303.00 ,4772.00 ,3858.00 
E01001917,Hammersmith and Fulham 018C,741.00 ,721.00 ,4324.00 ,394.00 ,3407.00 ,4012.00 
E01001918,Hammersmith and Fulham 018D,639.00 ,1122.00 ,4247.00 ,1282.00 ,3702.00 ,4328.00 
E01001919,Hammersmith and Fulham 018E,1405.00 ,2174.00 ,4636.00 ,993.00 ,3744.00 ,4605.00 
E01001879,Hammersmith and Fulham 019A,259.00 ,806.00 ,4256.00 ,2798.00 ,3065.00 ,2982.00 
E01001901,Hammersmith and Fulham 019B,325.00 ,2127.00 ,4691.00 ,1439.00 ,4115.00 ,4592.00 
E01001902,Hammersmith and Fulham 019C,174.00 ,2814.00 ,4160.00 ,1114.00 ,4316.00 ,3443.00 
E01001903,Hammersmith and Fulham 019D,762.00 ,2372.00 ,3986.00 ,2623.00 ,3148.00 ,2514.00 
E01001920,Hammersmith and Fulham 020A,1790.00 ,1073.00 ,3385.00 ,2709.00 ,2921.00 ,2507.00 
E01001921,Hammersmith and Fulham 020B,533.00 ,1264.00 ,4704.00 ,2387.00 ,3903.00 ,4415.00 
E01001922,Hammersmith and Fulham 020C,2230.00 ,1916.00 ,4780.00 ,1535.00 ,4029.00 ,4708.00 
E01001923,Hammersmith and Fulham 020D,807.00 ,830.00 ,4489.00 ,720.00 ,3820.00 ,4395.00 
E01001924,Hammersmith and Fulham 020E,536.00 ,1825.00 ,4726.00 ,246.00 ,4280.00 ,4759.00 
E01001947,Hammersmith and Fulham 021A,51.00 ,663.00 ,3165.00 ,4500.00 ,1166.00 ,616.00 
E01001948,Hammersmith and Fulham 021B,843.00 ,4355.00 ,4299.00 ,1041.00 ,4726.00 ,4390.00 
E01001949,Hammersmith and Fulham 021C,259.00 ,1359.00 ,4455.00 ,769.00 ,4308.00 ,4650.00 
E01001950,Hammersmith and Fulham 021D,710.00 ,1825.00 ,4615.00 ,592.00 ,4400.00 ,4704.00 
E01001951,Hammersmith and Fulham 021E,605.00 ,1954.00 ,3924.00 ,1419.00 ,4340.00 ,4195.00 
E01001953,Hammersmith and Fulham 021F,438.00 ,340.00 ,4388.00 ,2379.00 ,3199.00 ,2971.00 
E01001904,Hammersmith and Fulham 022A,1358.00 ,1737.00 ,4411.00 ,1063.00 ,4273.00 ,4439.00 
E01001905,Hammersmith and Fulham 022B,343.00 ,2832.00 ,4347.00 ,121.00 ,4456.00 ,4535.00 
E01001906,Hammersmith and Fulham 022C,101.00 ,597.00 ,4170.00 ,829.00 ,4295.00 ,4426.00 
E01001907,Hammersmith and Fulham 022D,129.00 ,176.00 ,4734.00 ,1068.00 ,3529.00 ,4588.00 
E01001935,Hammersmith and Fulham 023A,712.00 ,4449.00 ,4092.00 ,2058.00 ,4606.00 ,3906.00 
E01001939,Hammersmith and Fulham 023C,3659.00 ,4712.00 ,4102.00 ,2162.00 ,3847.00 ,3080.00 
E01032788,Hammersmith and Fulham 023D,874.00 ,30.00 ,4188.00 ,3011.00 ,2167.00 ,3051.00 
E01032789,Hammersmith and Fulham 023E,6.00 ,51.00 ,3874.00 ,1523.00 ,3045.00 ,3579.00 
E01032790,Hammersmith and Fulham 023F,240.00 ,35.00 ,4526.00 ,1125.00 ,2265.00 ,3892.00 
E01001915,Hammersmith and Fulham 024A,4104.00 ,855.00 ,4480.00 ,788.00 ,3876.00 ,4675.00 
E01001916,Hammersmith and Fulham 024B,3862.00 ,411.00 ,4636.00 ,413.00 ,3976.00 ,4725.00 
E01001926,Hammersmith and Fulham 024C,406.00 ,695.00 ,4776.00 ,740.00 ,4087.00 ,4732.00 
E01001952,Hammersmith and Fulham 024D,503.00 ,2112.00 ,4024.00 ,1139.00 ,4602.00 ,3963.00 
E01001925,Hammersmith and Fulham 025A,1376.00 ,2154.00 ,4803.00 ,681.00 ,3903.00 ,4783.00 
E01001934,Hammersmith and Fulham 025B,2105.00 ,2100.00 ,4595.00 ,3392.00 ,2774.00 ,2757.00 
E01001937,Hammersmith and Fulham 025C,2277.00 ,3667.00 ,4663.00 ,1515.00 ,4503.00 ,4546.00 
E01001938,Hammersmith and Fulham 025D,690.00 ,1488.00 ,4265.00 ,2220.00 ,2552.00 ,2596.00 
E01001969,Haringey 001A,1427.00 ,3977.00 ,2048.00 ,3751.00 ,3194.00 ,1154.00 
E01001971,Haringey 001B,1090.00 ,4355.00 ,3530.00 ,4416.00 ,1715.00 ,98.00 
E01001974,Haringey 001C,2001.00 ,4624.00 ,2872.00 ,3210.00 ,4301.00 ,2022.00 
E01001975,Haringey 001D,886.00 ,2966.00 ,1102.00 ,3049.00 ,3205.00 ,2060.00 
E01002036,Haringey 002A,1917.00 ,2065.00 ,543.00 ,4747.00 ,260.00 ,32.00 
E01002037,Haringey 002B,4573.00 ,3707.00 ,307.00 ,4834.00 ,649.00 ,20.00 
E01002039,Haringey 002C,203.00 ,1966.00 ,12.00 ,4828.00 ,129.00 ,1.00 
E01002040,Haringey 002D,1502.00 ,4456.00 ,1369.00 ,4481.00 ,1012.00 ,157.00 
E01001962,Haringey 004A,4308.00 ,3256.00 ,3823.00 ,1864.00 ,3653.00 ,3659.00 
E01001970,Haringey 004B,2556.00 ,4292.00 ,659.00 ,3872.00 ,2801.00 ,637.00 
E01001972,Haringey 004C,2497.00 ,2574.00 ,3530.00 ,3306.00 ,2768.00 ,1203.00 
E01001973,Haringey 004D,4033.00 ,4663.00 ,4102.00 ,1708.00 ,4082.00 ,2738.00 
E01002090,Haringey 005A,2752.00 ,1880.00 ,2048.00 ,3722.00 ,376.00 ,367.00 
E01002093,Haringey 005B,2784.00 ,3514.00 ,634.00 ,4360.00 ,271.00 ,49.00 
E01002096,Haringey 005C,2137.00 ,2335.00 ,1469.00 ,4508.00 ,632.00 ,118.00 
E01002097,Haringey 005D,723.00 ,2773.00 ,1175.00 ,4676.00 ,584.00 ,164.00 
E01002091,Haringey 006A,2495.00 ,3546.00 ,1234.00 ,4445.00 ,265.00 ,14.00 
E01002092,Haringey 006B,2467.00 ,2803.00 ,72.00 ,4417.00 ,988.00 ,84.00 
E01002094,Haringey 006C,3054.00 ,1430.00 ,1178.00 ,4397.00 ,538.00 ,155.00 
E01002095,Haringey 006D,3341.00 ,2333.00 ,1102.00 ,4591.00 ,584.00 ,161.00 
E01002098,Haringey 007A,2302.00 ,287.00 ,2651.00 ,2603.00 ,2946.00 ,2283.00 
E01002101,Haringey 007B,2457.00 ,4076.00 ,2048.00 ,2928.00 ,2570.00 ,1226.00 
E01002102,Haringey 007C,3620.00 ,3951.00 ,3385.00 ,3174.00 ,3311.00 ,1218.00 
E01002105,Haringey 007D,1167.00 ,4437.00 ,3070.00 ,3027.00 ,3311.00 ,580.00 
E01002099,Haringey 008A,1684.00 ,4526.00 ,272.00 ,4616.00 ,1612.00 ,27.00 
E01002100,Haringey 008B,1368.00 ,4057.00 ,1086.00 ,3292.00 ,1957.00 ,368.00 
E01002103,Haringey 008C,1920.00 ,3870.00 ,2585.00 ,2173.00 ,2391.00 ,1039.00 
E01002104,Haringey 008D,1878.00 ,580.00 ,2427.00 ,3846.00 ,1648.00 ,805.00 
E01001963,Haringey 009A,4302.00 ,3643.00 ,4589.00 ,2289.00 ,4316.00 ,4466.00 
E01001964,Haringey 009B,4462.00 ,1745.00 ,3040.00 ,1452.00 ,3976.00 ,3861.00 
E01001965,Haringey 009C,1021.00 ,2143.00 ,4399.00 ,1233.00 ,4213.00 ,4364.00 
E01001966,Haringey 009D,4314.00 ,1073.00 ,4571.00 ,814.00 ,3802.00 ,4561.00 
E01002027,Haringey 010A,762.00 ,1272.00 ,2661.00 ,2596.00 ,2307.00 ,878.00 
E01002028,Haringey 010B,950.00 ,3325.00 ,2504.00 ,3502.00 ,2874.00 ,927.00 
E01002032,Haringey 010C,655.00 ,3602.00 ,1326.00 ,3724.00 ,1866.00 ,188.00 
E01002033,Haringey 010D,1001.00 ,4050.00 ,2474.00 ,4555.00 ,1990.00 ,320.00 
E01001976,Haringey 011A,619.00 ,2154.00 ,711.00 ,3850.00 ,1012.00 ,294.00 
E01001977,Haringey 011B,406.00 ,1664.00 ,643.00 ,3987.00 ,649.00 ,171.00 
E01001978,Haringey 011C,1180.00 ,4035.00 ,128.00 ,3711.00 ,1463.00 ,141.00 
E01001979,Haringey 011D,2300.00 ,4627.00 ,225.00 ,4033.00 ,1930.00 ,40.00 
E01002074,Haringey 012A,1188.00 ,4550.00 ,155.00 ,4729.00 ,1020.00 ,50.00 
E01002077,Haringey 012B,1363.00 ,4481.00 ,975.00 ,4319.00 ,689.00 ,13.00 
E01002079,Haringey 012C,647.00 ,2314.00 ,1339.00 ,4050.00 ,1062.00 ,569.00 
E01002081,Haringey 012D,1317.00 ,3339.00 ,754.00 ,4536.00 ,618.00 ,4.00 
E01002082,Haringey 013A,2258.00 ,1031.00 ,#VALUE!,4735.00 ,106.00 ,6.00 
E01002086,Haringey 013B,2989.00 ,2344.00 ,2734.00 ,4348.00 ,1622.00 ,327.00 
E01002088,Haringey 013C,2543.00 ,3832.00 ,2992.00 ,2734.00 ,2844.00 ,1070.00 
E01002089,Haringey 013D,25.00 ,1131.00 ,#VALUE!,4832.00 ,60.00 ,2.00 
E01001967,Haringey 014A,1991.00 ,2423.00 ,4497.00 ,705.00 ,4202.00 ,4536.00 
E01001968,Haringey 014B,1363.00 ,3729.00 ,4129.00 ,1332.00 ,4517.00 ,4088.00 
E01001996,Haringey 014C,2984.00 ,2127.00 ,2419.00 ,1623.00 ,3933.00 ,3980.00 
E01001997,Haringey 014D,2227.00 ,1652.00 ,3689.00 ,1994.00 ,4362.00 ,4031.00 
E01002075,Haringey 015A,3927.00 ,3395.00 ,736.00 ,4439.00 ,995.00 ,96.00 
E01002076,Haringey 015B,724.00 ,3977.00 ,1034.00 ,3957.00 ,1175.00 ,86.00 
E01002078,Haringey 015C,3332.00 ,4621.00 ,116.00 ,4029.00 ,2492.00 ,214.00 
E01002080,Haringey 015D,4460.00 ,1792.00 ,1339.00 ,3329.00 ,1668.00 ,591.00 
E01002026,Haringey 016A,903.00 ,2065.00 ,1416.00 ,4707.00 ,1216.00 ,30.00 
E01002029,Haringey 016B,2883.00 ,3026.00 ,818.00 ,3022.00 ,2417.00 ,334.00 
E01002030,Haringey 016C,3298.00 ,2291.00 ,3553.00 ,3280.00 ,3022.00 ,1482.00 
E01002031,Haringey 016D,1345.00 ,4116.00 ,2862.00 ,3323.00 ,3595.00 ,790.00 
E01001991,Haringey 017A,1050.00 ,2773.00 ,3787.00 ,640.00 ,4444.00 ,4151.00 
E01001992,Haringey 017B,4033.00 ,2891.00 ,4713.00 ,322.00 ,4400.00 ,4634.00 
E01001993,Haringey 017C,3260.00 ,2718.00 ,4752.00 ,551.00 ,4426.00 ,4686.00 
E01001995,Haringey 017D,4094.00 ,4751.00 ,3884.00 ,3385.00 ,3847.00 ,2642.00 
E01001980,Haringey 018A,771.00 ,4308.00 ,1803.00 ,3438.00 ,2223.00 ,480.00 
E01001981,Haringey 018B,506.00 ,3281.00 ,1301.00 ,4621.00 ,1849.00 ,438.00 
E01001982,Haringey 018C,584.00 ,3356.00 ,1223.00 ,3679.00 ,2153.00 ,534.00 
E01001983,Haringey 018D,558.00 ,2401.00 ,2048.00 ,3595.00 ,2440.00 ,1230.00 
E01002083,Haringey 019A,1616.00 ,606.00 ,2992.00 ,2417.00 ,1943.00 ,1554.00 
E01002084,Haringey 019B,3540.00 ,2112.00 ,1790.00 ,2916.00 ,2492.00 ,1121.00 
E01002085,Haringey 019C,1154.00 ,4600.00 ,2661.00 ,3196.00 ,3622.00 ,640.00 
E01002087,Haringey 019D,833.00 ,2005.00 ,3165.00 ,3693.00 ,2451.00 ,663.00 
E01002014,Haringey 020B,1878.00 ,2987.00 ,3252.00 ,2035.00 ,4335.00 ,3046.00 
E01002015,Haringey 020C,969.00 ,835.00 ,2625.00 ,4076.00 ,2883.00 ,1990.00 
E01002018,Haringey 020D,978.00 ,521.00 ,3309.00 ,3362.00 ,2856.00 ,2612.00 
E01033085,Haringey 020E,1655.00 ,3417.00 ,1148.00 ,2782.00 ,4273.00 ,1463.00 
E01033086,Haringey 020F,83.00 ,22.00 ,1480.00 ,4661.00 ,344.00 ,33.00 
E01002020,Haringey 021A,3415.00 ,1518.00 ,3165.00 ,2122.00 ,3903.00 ,3711.00 
E01002022,Haringey 021B,2422.00 ,4087.00 ,3021.00 ,981.00 ,4756.00 ,3997.00 
E01002023,Haringey 021C,1759.00 ,802.00 ,4205.00 ,527.00 ,4091.00 ,4366.00 
E01002025,Haringey 021D,4029.00 ,2966.00 ,4753.00 ,965.00 ,4609.00 ,4632.00 
E01002013,Haringey 022A,969.00 ,455.00 ,3814.00 ,1389.00 ,3773.00 ,4045.00 
E01002019,Haringey 022B,3045.00 ,188.00 ,4460.00 ,910.00 ,3778.00 ,4497.00 
E01002021,Haringey 022C,2155.00 ,830.00 ,4668.00 ,773.00 ,4151.00 ,4485.00 
E01002024,Haringey 022D,1631.00 ,209.00 ,4502.00 ,1465.00 ,3194.00 ,4025.00 
E01001998,Haringey 023A,1636.00 ,4448.00 ,2646.00 ,2067.00 ,4503.00 ,2454.00 
E01001999,Haringey 023B,1468.00 ,4339.00 ,2720.00 ,2414.00 ,4203.00 ,1779.00 
E01002003,Haringey 023C,2694.00 ,4592.00 ,2263.00 ,3772.00 ,3362.00 ,315.00 
E01002004,Haringey 023D,928.00 ,3981.00 ,3716.00 ,3089.00 ,4044.00 ,2068.00 
E01002067,Haringey 024A,1434.00 ,2783.00 ,1853.00 ,4458.00 ,1397.00 ,153.00 
E01002069,Haringey 024B,1707.00 ,4145.00 ,1553.00 ,4467.00 ,2323.00 ,169.00 
E01002070,Haringey 024C,1741.00 ,4401.00 ,1148.00 ,3582.00 ,3161.00 ,675.00 
E01002073,Haringey 024D,776.00 ,3294.00 ,1193.00 ,3893.00 ,1474.00 ,222.00 
E01002066,Haringey 025A,2318.00 ,3778.00 ,168.00 ,4049.00 ,1409.00 ,95.00 
E01002068,Haringey 025B,3462.00 ,3658.00 ,510.00 ,4410.00 ,2725.00 ,577.00 
E01002071,Haringey 025C,710.00 ,2021.00 ,435.00 ,4304.00 ,1040.00 ,28.00 
E01002072,Haringey 025D,2099.00 ,3891.00 ,49.00 ,3593.00 ,2373.00 ,150.00 
E01002043,Haringey 026A,735.00 ,4375.00 ,1853.00 ,3313.00 ,3036.00 ,625.00 
E01002045,Haringey 026B,1319.00 ,4627.00 ,1853.00 ,4609.00 ,2801.00 ,423.00 
E01002046,Haringey 026C,1872.00 ,3026.00 ,1499.00 ,3644.00 ,1389.00 ,280.00 
E01002049,Haringey 026D,1046.00 ,3946.00 ,1702.00 ,3554.00 ,2142.00 ,374.00 
E01002042,Haringey 027A,2943.00 ,706.00 ,2992.00 ,2203.00 ,2440.00 ,1190.00 
E01002044,Haringey 027B,394.00 ,3047.00 ,3730.00 ,2630.00 ,3416.00 ,1352.00 
E01002047,Haringey 027C,588.00 ,2553.00 ,1011.00 ,1919.00 ,3529.00 ,1387.00 
E01002048,Haringey 027D,991.00 ,4207.00 ,2806.00 ,3455.00 ,3378.00 ,1066.00 
E01002016,Haringey 028A,1866.00 ,4219.00 ,2872.00 ,1742.00 ,4483.00 ,3138.00 
E01002017,Haringey 028B,1263.00 ,3580.00 ,2981.00 ,4125.00 ,4329.00 ,3483.00 
E01002059,Haringey 028C,2877.00 ,2563.00 ,4275.00 ,3157.00 ,3664.00 ,3199.00 
E01002060,Haringey 028D,1055.00 ,3268.00 ,3860.00 ,1084.00 ,4567.00 ,4078.00 
E01002050,Haringey 029A,735.00 ,4005.00 ,3038.00 ,1971.00 ,303.00 ,2019.00 
E01002051,Haringey 029B,998.00 ,2695.00 ,3136.00 ,3871.00 ,1266.00 ,419.00 
E01002052,Haringey 029C,2591.00 ,4375.00 ,3800.00 ,3463.00 ,376.00 ,1666.00 
E01002055,Haringey 029D,481.00 ,2450.00 ,3870.00 ,1552.00 ,324.00 ,1864.00 
E01001994,Haringey 030A,3766.00 ,3451.00 ,2992.00 ,599.00 ,4498.00 ,4241.00 
E01002008,Haringey 030B,4474.00 ,1583.00 ,4763.00 ,365.00 ,4082.00 ,4690.00 
E01002010,Haringey 030C,4427.00 ,2450.00 ,4291.00 ,908.00 ,4140.00 ,4079.00 
E01002011,Haringey 030D,4476.00 ,2976.00 ,3986.00 ,867.00 ,4540.00 ,3944.00 
E01002000,Haringey 031A,1739.00 ,2803.00 ,2698.00 ,1908.00 ,3823.00 ,2510.00 
E01002001,Haringey 031B,677.00 ,2475.00 ,3477.00 ,1970.00 ,4113.00 ,2576.00 
