Codes,Names, Census_Population_All Ages,Population_Density,house_price,Unemployment_Rate,qualification4,Mean_Household_Income
E01000266,Barnet 011B,1527.00 ,64.23 ,609000.00 ,4.19 ,533.00 ,65149.36 
E01000267,Barnet 005A,1520.00 ,27.95 ,375000.00 ,5.06 ,494.00 ,53127.28 
E01000268,Barnet 005B,1739.00 ,25.25 ,226450.00 ,6.78 ,587.00 ,40831.95 
E01000269,Barnet 005C,1425.00 ,27.16 ,344500.00 ,4.77 ,426.00 ,51005.15 
E01000270,Barnet 005D,1482.00 ,25.20 ,248475.00 ,3.04 ,556.00 ,55088.75 
E01000271,Barnet 008A,1469.00 ,34.22 ,340000.00 ,4.77 ,509.00 ,56857.90 
E01000272,Barnet 008B,1340.00 ,46.97 ,870000.00 ,2.80 ,563.00 ,74578.84 
E01000273,Barnet 008C,1520.00 ,32.93 ,320000.00 ,3.96 ,544.00 ,45089.88 
E01000274,Barnet 011C,1862.00 ,26.72 ,291725.00 ,6.11 ,488.00 ,38657.18 
E01000275,Barnet 012A,1637.00 ,33.11 ,330000.00 ,4.26 ,635.00 ,51762.74 
E01000276,Barnet 020A,1520.00 ,51.28 ,572500.00 ,2.86 ,591.00 ,71693.45 
E01000277,Barnet 012B,1591.00 ,18.50 ,299375.00 ,9.00 ,619.00 ,37775.68 
E01000278,Barnet 020B,1514.00 ,27.53 ,605000.00 ,3.25 ,593.00 ,70439.29 
E01000279,Barnet 007C,1449.00 ,504.30 ,700000.00 ,3.20 ,562.00 ,85297.71 
E01000280,Barnet 007D,1381.00 ,101.61 ,830000.00 ,3.61 ,574.00 ,77277.25 
E01000281,Barnet 008D,1260.00 ,26.90 ,225000.00 ,5.90 ,358.00 ,38816.93 
E01000282,Barnet 008E,1705.00 ,52.87 ,450000.00 ,4.53 ,592.00 ,59498.35 
E01000283,Barnet 012C,1430.00 ,33.04 ,705000.00 ,4.28 ,585.00 ,73307.53 
E01000284,Barnet 012D,1672.00 ,27.60 ,295000.00 ,5.23 ,583.00 ,39432.02 
E01000285,Barnet 004A,1449.00 ,20.21 ,250000.00 ,6.18 ,361.00 ,39954.29 
E01000286,Barnet 007E,1571.00 ,26.92 ,245000.00 ,9.06 ,368.00 ,35006.39 
E01000287,Barnet 004B,1589.00 ,27.34 ,268750.00 ,8.26 ,308.00 ,34772.10 
E01000288,Barnet 004C,1569.00 ,33.70 ,345000.00 ,4.54 ,398.00 ,42269.26 
E01000289,Barnet 004D,1817.00 ,28.12 ,235000.00 ,12.41 ,285.00 ,27820.02 
E01000290,Barnet 007F,1557.00 ,204.71 ,437500.00 ,6.54 ,359.00 ,39584.08 
E01000291,Barnet 004E,1575.00 ,24.97 ,277475.00 ,11.77 ,238.00 ,29147.86 
E01000292,Barnet 001E,1467.00 ,28.79 ,295000.00 ,5.66 ,494.00 ,46725.34 
E01000293,Barnet 001F,1722.00 ,27.36 ,420000.00 ,3.85 ,678.00 ,57684.69 
E01000294,Barnet 004F,1599.00 ,33.11 ,347325.00 ,7.92 ,528.00 ,43666.16 
E01000295,Barnet 023B,1714.00 ,20.42 ,515000.00 ,5.66 ,741.00 ,53443.68 
E01000296,Barnet 023C,1707.00 ,22.21 ,273000.00 ,5.41 ,765.00 ,45754.63 
E01000297,Barnet 027D,1434.00 ,23.19 ,266000.00 ,6.11 ,515.00 ,39857.29 
E01000298,Barnet 023D,1812.00 ,26.60 ,304900.00 ,4.71 ,738.00 ,44409.90 
E01000299,Barnet 019A,1809.00 ,16.51 ,220000.00 ,5.84 ,660.00 ,39036.30 
E01000300,Barnet 019B,1632.00 ,17.35 ,317500.00 ,3.65 ,656.00 ,47065.92 
E01000301,Barnet 020C,1539.00 ,28.72 ,495000.00 ,4.33 ,616.00 ,64237.65 
E01000302,Barnet 019C,1763.00 ,21.69 ,250000.00 ,7.64 ,697.00 ,39786.32 
E01000303,Barnet 020D,1567.00 ,21.65 ,600000.00 ,4.59 ,650.00 ,61407.38 
E01000304,Barnet 020E,1556.00 ,17.76 ,273000.00 ,7.72 ,704.00 ,46018.48 
E01000305,Barnet 036B,1657.00 ,68.86 ,250000.00 ,8.85 ,405.00 ,31167.96 
E01000306,Barnet 036C,1696.00 ,14.66 ,330000.00 ,4.15 ,452.00 ,36129.76 
E01000307,Barnet 039D,1655.00 ,50.18 ,280000.00 ,8.15 ,338.00 ,33948.37 
E01000308,Barnet 036D,1516.00 ,52.89 ,250000.00 ,14.65 ,255.00 ,24739.65 
E01000309,Barnet 031D,1822.00 ,29.02 ,331000.00 ,5.01 ,638.00 ,45767.61 
E01000310,Barnet 034C,2029.00 ,30.48 ,392125.00 ,6.30 ,646.00 ,38347.54 
E01000311,Barnet 034D,1632.00 ,34.90 ,655000.00 ,4.96 ,493.00 ,66452.71 
E01000312,Barnet 036E,1672.00 ,14.66 ,245000.00 ,8.04 ,404.00 ,31578.55 
E01000313,Barnet 036F,1858.00 ,21.82 ,250000.00 ,6.86 ,494.00 ,33802.14 
E01000314,Barnet 032F,1865.00 ,25.09 ,335000.00 ,5.57 ,681.00 ,47919.64 
E01000315,Barnet 022F,1715.00 ,50.55 ,285000.00 ,8.86 ,293.00 ,31936.99 
E01000316,Barnet 027E,2312.00 ,40.64 ,250000.00 ,8.09 ,816.00 ,38502.67 
E01000317,Barnet 019D,1613.00 ,17.06 ,286000.00 ,6.25 ,633.00 ,46146.39 
E01000318,Barnet 019E,1840.00 ,27.23 ,405000.00 ,6.19 ,558.00 ,44856.77 
E01000319,Barnet 027F,1500.00 ,15.90 ,290000.00 ,4.28 ,531.00 ,52430.54 
E01000320,Barnet 011D,1475.00 ,23.33 ,462500.00 ,5.97 ,566.00 ,49636.20 
E01000321,Barnet 012E,1635.00 ,17.51 ,293750.00 ,4.95 ,651.00 ,41860.20 
E01000322,Barnet 011E,1717.00 ,20.46 ,233000.00 ,5.53 ,620.00 ,40279.88 
E01000323,Barnet 019F,1982.00 ,21.41 ,220000.00 ,6.26 ,694.00 ,38290.50 
E01000324,Barnet 015F,1786.00 ,27.14 ,405000.00 ,5.37 ,539.00 ,45067.24 
E01000325,Bexley 014A,1610.00 ,39.13 ,262500.00 ,4.54 ,274.00 ,53950.04 
E01000326,Bexley 014B,1295.00 ,27.33 ,177500.00 ,2.62 ,213.00 ,43062.22 
E01000327,Bexley 017A,1543.00 ,39.19 ,265000.00 ,3.44 ,263.00 ,52476.22 
E01000328,Bexley 017B,1480.00 ,54.33 ,249500.00 ,5.49 ,234.00 ,45444.20 
E01000329,Bexley 017C,1316.00 ,48.11 ,227500.00 ,6.72 ,233.00 ,38739.63 
E01000330,Bexley 017D,1544.00 ,25.51 ,197500.00 ,6.40 ,267.00 ,37031.38 
E01000331,Bexley 017E,1630.00 ,53.42 ,225000.00 ,7.32 ,212.00 ,34390.39 
E01000332,Bexley 005A,1529.00 ,27.82 ,148000.00 ,5.80 ,296.00 ,37694.72 
E01000333,Bexley 003A,1666.00 ,29.07 ,155000.00 ,7.05 ,232.00 ,33258.29 
E01000334,Bexley 006A,1611.00 ,26.50 ,227500.00 ,4.94 ,245.00 ,40881.09 
E01000335,Bexley 003B,1794.00 ,139.44 ,161000.00 ,11.12 ,297.00 ,31726.88 
E01000336,Bexley 003C,1886.00 ,18.08 ,122500.00 ,10.26 ,339.00 ,29772.44 
E01000337,Bexley 003D,1653.00 ,27.47 ,155000.00 ,7.96 ,279.00 ,36422.99 
E01000338,Bexley 003E,1751.00 ,17.32 ,170000.00 ,5.35 ,336.00 ,36405.86 
E01000339,Bexley 025A,1530.00 ,25.52 ,265000.00 ,5.28 ,246.00 ,42634.05 
E01000340,Bexley 018A,1502.00 ,23.25 ,225500.00 ,3.84 ,235.00 ,38864.77 
E01000341,Bexley 022A,1490.00 ,24.30 ,212500.00 ,3.73 ,208.00 ,44606.34 
E01000342,Bexley 022B,1595.00 ,21.88 ,215000.00 ,3.93 ,244.00 ,43488.84 
E01000343,Bexley 022C,1535.00 ,30.29 ,245000.00 ,5.13 ,214.00 ,44800.09 
E01000344,Bexley 025B,1609.00 ,22.64 ,246000.00 ,3.36 ,275.00 ,47226.47 
E01000345,Bexley 022D,1355.00 ,20.77 ,241500.00 ,2.31 ,222.00 ,51936.08 
E01000346,Bexley 021A,1622.00 ,34.80 ,201000.00 ,3.08 ,234.00 ,45089.20 
E01000347,Bexley 021B,1486.00 ,19.65 ,210000.00 ,4.46 ,150.00 ,38224.98 
E01000348,Bexley 020A,1481.00 ,29.34 ,329000.00 ,3.55 ,293.00 ,59971.76 
E01000349,Bexley 020B,1659.00 ,33.33 ,250000.00 ,3.78 ,340.00 ,53963.66 
E01000350,Bexley 021C,1501.00 ,26.94 ,288750.00 ,3.80 ,241.00 ,47347.57 
E01000351,Bexley 024A,1586.00 ,31.26 ,248500.00 ,3.94 ,243.00 ,45307.56 
E01000352,Bexley 021D,1575.00 ,34.43 ,168975.00 ,4.27 ,224.00 ,40168.53 
E01000353,Bexley 011A,1686.00 ,33.78 ,280500.00 ,2.94 ,299.00 ,52086.20 
E01000354,Bexley 011B,1505.00 ,20.53 ,215000.00 ,5.46 ,247.00 ,37948.04 
E01000355,Bexley 011C,1464.00 ,42.05 ,237497.50 ,3.30 ,233.00 ,45239.51 
E01000356,Bexley 009A,1546.00 ,30.94 ,250000.00 ,3.31 ,248.00 ,46776.13 
E01000357,Bexley 009B,1457.00 ,20.15 ,259000.00 ,3.93 ,249.00 ,55127.06 
E01000358,Bexley 011D,1608.00 ,29.45 ,234500.00 ,3.84 ,275.00 ,47381.83 
E01000359,Bexley 009C,1280.00 ,20.38 ,250000.00 ,3.90 ,256.00 ,55264.45 
E01000360,Bexley 015A,1662.00 ,43.97 ,212500.00 ,5.20 ,358.00 ,43315.16 
E01000361,Bexley 020C,1540.00 ,28.53 ,220000.00 ,5.69 ,278.00 ,46208.13 
E01000362,Bexley 015B,1482.00 ,39.44 ,189500.00 ,4.83 ,299.00 ,47420.58 
E01000363,Bexley 020D,1441.00 ,41.86 ,250000.00 ,4.02 ,306.00 ,51886.88 
E01000364,Bexley 023A,1577.00 ,43.27 ,336000.00 ,3.46 ,317.00 ,46598.44 
E01000365,Bexley 015C,1678.00 ,34.10 ,194997.50 ,4.73 ,327.00 ,41566.74 
E01000366,Bexley 015D,1585.00 ,23.58 ,233500.00 ,4.45 ,351.00 ,48578.60 
E01000367,Bexley 010A,1575.00 ,26.19 ,177000.00 ,11.13 ,181.00 ,30749.57 
E01000368,Bexley 010B,1539.00 ,23.77 ,173247.50 ,7.15 ,169.00 ,32289.64 
E01000369,Bexley 014C,1618.00 ,26.61 ,208000.00 ,5.68 ,241.00 ,38604.15 
E01000370,Bexley 014D,1597.00 ,32.57 ,230000.00 ,4.02 ,293.00 ,45513.41 
E01000371,Bexley 014E,1545.00 ,23.14 ,209112.00 ,3.78 ,263.00 ,43305.92 
E01000372,Bexley 010C,1680.00 ,22.93 ,180000.00 ,9.44 ,227.00 ,32832.88 
E01000373,Bexley 008A,1574.00 ,8.90 ,140000.00 ,16.46 ,194.00 ,25700.21 
E01000374,Bexley 019A,1533.00 ,74.36 ,172000.00 ,11.33 ,148.00 ,28954.40 
E01000375,Bexley 019B,1476.00 ,42.92 ,175000.00 ,8.07 ,211.00 ,35439.11 
E01000376,Bexley 019C,1541.00 ,54.99 ,190000.00 ,5.46 ,210.00 ,37625.91 
E01000377,Bexley 019D,1420.00 ,43.05 ,157500.00 ,4.40 ,262.00 ,41607.76 
E01000378,Bexley 019E,2121.00 ,126.18 ,186000.00 ,4.92 ,359.00 ,37742.87 
E01000379,Bexley 019F,1680.00 ,32.42 ,195500.00 ,6.42 ,258.00 ,38611.60 
E01000380,Bexley 010D,1455.00 ,22.48 ,116000.00 ,5.49 ,188.00 ,32469.93 
E01000381,Bexley 028A,1598.00 ,205.66 ,187500.00 ,4.26 ,249.00 ,36268.62 
E01000382,Bexley 027A,1524.00 ,58.49 ,330000.00 ,3.43 ,349.00 ,55154.31 
E01000383,Bexley 028B,1505.00 ,278.61 ,271600.00 ,4.97 ,279.00 ,42775.82 
E01000384,Bexley 027B,1722.00 ,29.98 ,193497.50 ,5.68 ,368.00 ,42538.26 
E01000385,Bexley 028C,1866.00 ,59.74 ,187500.00 ,9.31 ,260.00 ,31458.73 
E01000386,Bexley 028D,1457.00 ,55.17 ,171500.00 ,11.60 ,177.00 ,30120.89 
E01000387,Bexley 027C,1535.00 ,30.74 ,250000.00 ,4.67 ,295.00 ,44740.89 
E01000388,Bexley 016A,1531.00 ,53.00 ,237500.00 ,3.36 ,240.00 ,44805.86 
E01000389,Bexley 020E,1649.00 ,44.22 ,275000.00 ,4.30 ,368.00 ,47076.90 
E01000390,Bexley 020F,1290.00 ,54.46 ,208000.00 ,3.92 ,225.00 ,47323.93 
E01000391,Bexley 021E,1709.00 ,46.53 ,207000.00 ,5.22 ,230.00 ,38193.74 
E01000392,Bexley 016B,1646.00 ,22.09 ,210000.00 ,9.90 ,255.00 ,33021.45 
E01000393,Bexley 020G,1581.00 ,27.62 ,221500.00 ,4.62 ,292.00 ,43654.67 
E01000394,Bexley 015E,1458.00 ,23.70 ,237500.00 ,2.73 ,302.00 ,47995.60 
E01000395,Bexley 018B,1428.00 ,32.12 ,299000.00 ,3.86 ,252.00 ,51039.59 
E01000396,Bexley 018C,1399.00 ,21.91 ,237500.00 ,3.50 ,252.00 ,46773.38 
E01000398,Bexley 029A,1599.00 ,23.37 ,195500.00 ,8.49 ,196.00 ,35062.21 
E01000399,Bexley 029B,1554.00 ,29.16 ,240000.00 ,5.46 ,249.00 ,42347.84 
E01000400,Bexley 029C,1547.00 ,28.19 ,221250.00 ,5.11 ,230.00 ,38706.58 
E01000401,Bexley 013A,1647.00 ,26.98 ,198000.00 ,6.34 ,215.00 ,34655.30 
E01000402,Bexley 005B,1536.00 ,31.19 ,210000.00 ,8.08 ,257.00 ,35911.01 
E01000403,Bexley 004A,2108.00 ,62.63 ,195000.00 ,9.30 ,346.00 ,32832.16 
E01000404,Bexley 004B,2234.00 ,17.01 ,128997.50 ,10.95 ,440.00 ,32158.84 
E01000405,Bexley 004C,1410.00 ,38.75 ,158500.00 ,9.80 ,232.00 ,34961.25 
E01000406,Bexley 005C,1649.00 ,42.87 ,145000.00 ,6.55 ,275.00 ,35249.51 
E01000407,Bexley 005D,1480.00 ,43.25 ,161250.00 ,5.43 ,275.00 ,37670.83 
E01000408,Bexley 004D,1636.00 ,108.78 ,159975.00 ,9.64 ,258.00 ,33608.27 
E01000409,Bexley 016C,1649.00 ,22.66 ,225000.00 ,4.73 ,233.00 ,44641.86 
E01000410,Bexley 018D,1568.00 ,27.26 ,219000.00 ,5.47 ,251.00 ,44513.94 
E01000411,Bexley 016D,1398.00 ,19.11 ,234000.00 ,4.71 ,198.00 ,41949.60 
E01000412,Bexley 018E,1678.00 ,24.53 ,225000.00 ,4.12 ,290.00 ,45237.47 
E01000413,Bexley 018F,1301.00 ,20.69 ,214000.00 ,5.75 ,178.00 ,38872.58 
E01000414,Bexley 016E,1708.00 ,29.45 ,189995.00 ,7.20 ,294.00 ,37631.86 
E01000415,Bexley 016F,1498.00 ,22.85 ,294000.00 ,4.48 ,264.00 ,51272.95 
E01000416,Bexley 002A,1547.00 ,17.85 ,166000.00 ,9.49 ,306.00 ,33674.17 
E01000417,Bexley 006B,1639.00 ,74.53 ,247000.00 ,7.50 ,323.00 ,38058.01 
E01000418,Bexley 002B,1937.00 ,51.55 ,168500.00 ,6.89 ,380.00 ,34618.39 
E01000419,Bexley 006C,1461.00 ,26.37 ,226250.00 ,4.20 ,208.00 ,43958.81 
E01000420,Bexley 006D,1551.00 ,27.45 ,222500.00 ,3.35 ,256.00 ,44914.69 
E01000421,Bexley 009D,1482.00 ,28.85 ,250000.00 ,3.19 ,232.00 ,45222.23 
E01000422,Bexley 002C,1729.00 ,10.42 ,0.00 ,16.06 ,310.00 ,25887.88 
E01000423,Bexley 025C,1638.00 ,28.32 ,304997.50 ,3.41 ,358.00 ,55947.79 
E01000424,Bexley 026A,1693.00 ,38.56 ,203750.00 ,3.78 ,510.00 ,56227.34 
E01000425,Bexley 025D,1752.00 ,36.69 ,312500.00 ,4.59 ,336.00 ,56523.59 
E01000426,Bexley 026B,1675.00 ,25.61 ,223112.50 ,4.85 ,370.00 ,48859.60 
E01000427,Bexley 026C,1932.00 ,40.72 ,210000.00 ,5.59 ,392.00 ,39953.21 
E01000428,Bexley 027D,1752.00 ,89.29 ,202000.00 ,5.92 ,404.00 ,36887.14 
E01000429,Bexley 008B,1639.00 ,31.01 ,99500.00 ,13.90 ,264.00 ,28508.66 
E01000430,Bexley 008C,1782.00 ,151.01 ,170000.00 ,8.71 ,387.00 ,35759.32 
E01000431,Bexley 008D,1672.00 ,14.65 ,165000.00 ,16.10 ,245.00 ,28038.37 
E01000432,Bexley 008E,1673.00 ,46.10 ,167500.00 ,9.54 ,214.00 ,31901.18 
E01000433,Bexley 008F,1810.00 ,31.10 ,171500.00 ,12.02 ,230.00 ,28835.63 
E01000434,Bexley 008G,1584.00 ,154.76 ,145000.00 ,11.14 ,129.00 ,28180.98 
E01000435,Bexley 010E,1406.00 ,17.53 ,162500.00 ,9.06 ,178.00 ,31741.03 
E01000436,Bexley 011E,1685.00 ,27.71 ,250000.00 ,3.70 ,276.00 ,52192.51 
E01000437,Bexley 007A,1322.00 ,26.62 ,220000.00 ,5.47 ,194.00 ,40959.02 
E01000438,Bexley 007B,1599.00 ,18.31 ,180000.00 ,5.48 ,237.00 ,37491.83 
E01000439,Bexley 007C,1368.00 ,25.22 ,181475.00 ,5.48 ,168.00 ,33858.42 
E01000440,Bexley 007D,1413.00 ,24.17 ,238532.00 ,3.63 ,203.00 ,45794.84 
E01000441,Bexley 007E,1598.00 ,23.55 ,166250.00 ,7.41 ,214.00 ,33798.11 
E01000442,Bexley 006E,1613.00 ,30.74 ,241932.50 ,4.49 ,208.00 ,39638.18 
E01000443,Bexley 024B,1276.00 ,27.38 ,230000.00 ,5.44 ,195.00 ,41117.10 
E01000444,Bexley 023B,1637.00 ,137.97 ,360000.00 ,4.13 ,403.00 ,65073.54 
E01000445,Bexley 024C,1641.00 ,59.12 ,293000.00 ,3.32 ,323.00 ,53655.27 
E01000446,Bexley 024D,1572.00 ,28.01 ,215000.00 ,2.82 ,264.00 ,46707.54 
E01000447,Bexley 023C,1535.00 ,99.16 ,275000.00 ,4.44 ,372.00 ,49868.82 
E01000448,Bexley 023D,1335.00 ,45.55 ,386250.00 ,3.60 ,343.00 ,65916.23 
E01000449,Bexley 023E,1495.00 ,45.66 ,303250.00 ,2.94 ,422.00 ,63112.91 
E01000450,Bexley 009E,1832.00 ,22.92 ,212500.00 ,6.67 ,264.00 ,37551.11 
E01000451,Bexley 009F,1699.00 ,20.83 ,191000.00 ,5.16 ,257.00 ,44202.29 
E01000452,Bexley 009G,1428.00 ,15.93 ,221250.00 ,4.26 ,209.00 ,46724.32 
E01000453,Bexley 013B,1472.00 ,21.03 ,221500.00 ,4.43 ,195.00 ,45063.29 
E01000454,Bexley 013C,1572.00 ,20.53 ,210000.00 ,4.76 ,229.00 ,35957.16 
E01000455,Bexley 013D,1705.00 ,26.30 ,235000.00 ,4.11 ,288.00 ,45778.26 
E01000456,Bexley 013E,1427.00 ,16.88 ,220000.00 ,3.94 ,213.00 ,44410.13 
E01000457,Bexley 026D,1783.00 ,29.77 ,170000.00 ,5.09 ,429.00 ,42550.11 
E01000458,Bexley 027E,1462.00 ,33.84 ,290000.00 ,3.27 ,411.00 ,58496.42 
E01000459,Bexley 027F,1687.00 ,31.01 ,197500.00 ,5.45 ,390.00 ,42908.43 
E01000460,Bexley 022E,1353.00 ,51.61 ,355000.00 ,3.54 ,347.00 ,66601.16 
E01000461,Bexley 024E,1662.00 ,54.11 ,350000.00 ,2.89 ,347.00 ,55590.37 
E01000462,Bexley 026E,1643.00 ,46.30 ,184500.00 ,3.68 ,314.00 ,40640.78 
E01000463,Bexley 025E,1254.00 ,23.59 ,270000.00 ,3.65 ,249.00 ,52089.61 
E01000464,Bexley 002D,1443.00 ,14.54 ,110000.00 ,11.91 ,258.00 ,27523.57 
E01000465,Bexley 002E,1542.00 ,26.84 ,82000.00 ,15.35 ,268.00 ,28069.56 
E01000466,Bexley 001A,1655.00 ,236.02 ,90500.00 ,14.16 ,326.00 ,30312.26 
E01000467,Bexley 001B,1634.00 ,17.18 ,115250.00 ,11.92 ,373.00 ,33525.54 
E01000468,Bexley 001C,2723.00 ,29.33 ,166500.00 ,8.44 ,642.00 ,36542.17 
E01000469,Bexley 001D,1654.00 ,37.96 ,147000.00 ,10.29 ,388.00 ,35289.17 
E01000470,Bexley 002F,1443.00 ,36.09 ,119500.00 ,14.29 ,227.00 ,26046.58 
E01000471,Brent 026A,1638.00 ,13.90 ,249000.00 ,6.31 ,287.00 ,33942.37 
E01000472,Brent 029A,1346.00 ,43.28 ,206000.00 ,6.72 ,437.00 ,34874.70 
E01000473,Brent 029B,1883.00 ,17.36 ,198000.00 ,6.96 ,427.00 ,31900.50 
E01000474,Brent 026B,1999.00 ,19.65 ,223000.00 ,7.04 ,363.00 ,31827.02 
E01000475,Brent 029C,1976.00 ,31.22 ,250000.00 ,7.43 ,475.00 ,33391.78 
E01000476,Brent 026C,1618.00 ,22.72 ,270000.00 ,7.08 ,310.00 ,34017.11 
E01000477,Brent 026D,1916.00 ,38.51 ,270000.00 ,7.06 ,336.00 ,30230.99 
E01000478,Brent 029D,1641.00 ,19.21 ,281500.00 ,5.91 ,335.00 ,33462.21 
E01000479,Brent 009A,1659.00 ,31.41 ,550000.00 ,6.01 ,548.00 ,58833.42 
E01000480,Brent 006A,1749.00 ,29.79 ,460000.00 ,5.30 ,621.00 ,60922.05 
E01000481,Brent 009B,1538.00 ,25.44 ,215000.00 ,11.04 ,473.00 ,34915.32 
E01000482,Brent 009C,2886.00 ,34.20 ,243500.00 ,9.72 ,658.00 ,30801.84 
E01000483,Brent 009D,1745.00 ,22.57 ,180000.00 ,13.37 ,330.00 ,29056.78 
E01000484,Brent 006B,1228.00 ,31.17 ,244000.00 ,9.93 ,239.00 ,32662.09 
E01000485,Brent 006C,1375.00 ,17.76 ,270000.00 ,7.05 ,319.00 ,36130.49 
E01000486,Brent 006D,1702.00 ,74.44 ,365000.00 ,7.34 ,542.00 ,50607.94 
E01000487,Brent 006E,1890.00 ,30.70 ,298750.00 ,7.24 ,599.00 ,41411.87 
E01000488,Brent 022A,1576.00 ,16.26 ,797500.00 ,6.56 ,463.00 ,43243.11 
E01000489,Brent 030A,1581.00 ,31.94 ,311250.00 ,4.76 ,551.00 ,51728.62 
E01000490,Brent 023A,1606.00 ,13.21 ,366250.00 ,5.47 ,776.00 ,48244.02 
E01000491,Brent 030B,1996.00 ,37.18 ,375000.00 ,6.42 ,670.00 ,51517.11 
E01000492,Brent 030C,1315.00 ,15.82 ,692500.00 ,5.79 ,452.00 ,58310.12 
E01000493,Brent 030D,1637.00 ,18.72 ,580000.00 ,7.59 ,575.00 ,56940.97 
E01000494,Brent 023B,1738.00 ,21.92 ,266000.00 ,9.62 ,736.00 ,48663.26 
E01000495,Brent 023C,1574.00 ,17.19 ,330761.50 ,7.29 ,650.00 ,39404.45 
E01000497,Brent 011A,1756.00 ,30.19 ,300000.00 ,9.37 ,399.00 ,35768.00 
E01000498,Brent 010B,1680.00 ,28.46 ,305000.00 ,9.79 ,247.00 ,31037.84 
E01000499,Brent 011B,1732.00 ,52.78 ,332000.00 ,10.22 ,330.00 ,31487.16 
E01000501,Brent 011C,1874.00 ,16.06 ,228000.00 ,11.18 ,355.00 ,31198.89 
E01000502,Brent 011D,1393.00 ,37.64 ,240000.00 ,7.82 ,280.00 ,35838.28 
E01000503,Brent 011E,1968.00 ,40.53 ,401500.00 ,8.05 ,441.00 ,35940.79 
E01000504,Brent 018A,1676.00 ,14.51 ,328750.00 ,5.15 ,623.00 ,44936.08 
E01000505,Brent 018B,1660.00 ,15.65 ,555000.00 ,9.23 ,464.00 ,41969.46 
E01000506,Brent 014A,1671.00 ,29.39 ,235000.00 ,11.59 ,366.00 ,28875.79 
E01000507,Brent 018C,1634.00 ,23.12 ,380000.00 ,7.99 ,484.00 ,41945.68 
E01000508,Brent 025A,1961.00 ,22.88 ,206000.00 ,14.35 ,282.00 ,27275.64 
E01000509,Brent 014B,1453.00 ,12.97 ,326000.00 ,9.64 ,268.00 ,31847.07 
E01000510,Brent 014C,1673.00 ,17.59 ,229000.00 ,7.06 ,327.00 ,33054.06 
E01000511,Brent 014D,1629.00 ,16.84 ,447000.00 ,8.50 ,375.00 ,35767.02 
E01000512,Brent 018D,1702.00 ,15.21 ,480000.00 ,6.97 ,611.00 ,45660.42 
E01000513,Brent 002A,1693.00 ,16.80 ,334000.00 ,5.14 ,367.00 ,44207.56 
E01000514,Brent 002B,1512.00 ,15.69 ,275000.00 ,5.59 ,352.00 ,41699.77 
E01000515,Brent 003A,1702.00 ,38.22 ,190000.00 ,11.26 ,349.00 ,32237.29 
E01000516,Brent 002C,1707.00 ,24.60 ,281000.00 ,5.93 ,355.00 ,37415.27 
E01000517,Brent 003B,1609.00 ,22.94 ,410000.00 ,5.54 ,478.00 ,48886.26 
E01000518,Brent 005A,1662.00 ,50.03 ,338000.00 ,8.58 ,352.00 ,37884.51 
E01000519,Brent 005B,1923.00 ,73.29 ,282500.00 ,7.49 ,444.00 ,34955.77 
E01000520,Brent 002D,1637.00 ,24.27 ,189000.00 ,8.27 ,387.00 ,36904.93 
E01000521,Brent 025B,2179.00 ,14.10 ,223000.00 ,16.11 ,333.00 ,25694.82 
E01000522,Brent 025C,1923.00 ,14.39 ,218000.00 ,11.24 ,302.00 ,30440.33 
E01000523,Brent 031A,2610.00 ,14.00 ,249975.00 ,11.14 ,430.00 ,29898.96 
E01000524,Brent 031B,2514.00 ,15.75 ,207500.00 ,12.99 ,439.00 ,26866.98 
E01000525,Brent 031C,1986.00 ,15.61 ,210000.00 ,13.09 ,337.00 ,29247.10 
E01000526,Brent 025D,2279.00 ,13.86 ,216500.00 ,14.20 ,302.00 ,27423.40 
E01000527,Brent 025E,2178.00 ,12.64 ,226500.00 ,12.00 ,349.00 ,28049.84 
E01000528,Brent 025F,1493.00 ,11.12 ,245750.00 ,16.89 ,237.00 ,27562.37 
E01000530,Brent 033A,1824.00 ,17.58 ,380000.00 ,5.25 ,643.00 ,49508.90 
E01000531,Brent 033B,2077.00 ,10.76 ,346000.00 ,7.80 ,648.00 ,35742.20 
E01000532,Brent 033C,1630.00 ,10.27 ,435000.00 ,7.23 ,603.00 ,42217.77 
E01000533,Brent 031E,2259.00 ,18.67 ,210000.00 ,11.49 ,429.00 ,30353.89 
E01000534,Brent 033D,1775.00 ,15.36 ,345000.00 ,7.35 ,541.00 ,45542.52 
E01000535,Brent 031F,2170.00 ,18.80 ,320000.00 ,9.43 ,591.00 ,35395.69 
E01000536,Brent 004A,1573.00 ,33.35 ,530000.00 ,6.52 ,594.00 ,61985.04 
E01000538,Brent 004B,1582.00 ,39.86 ,515000.00 ,4.58 ,553.00 ,67833.15 
E01000539,Brent 004C,1541.00 ,28.44 ,390000.00 ,5.54 ,552.00 ,57111.85 
E01000540,Brent 004D,1496.00 ,37.55 ,300000.00 ,5.95 ,588.00 ,64158.80 
E01000541,Brent 004E,1406.00 ,24.35 ,330000.00 ,4.17 ,467.00 ,49874.61 
E01000543,Brent 003E,1596.00 ,19.61 ,325000.00 ,7.79 ,493.00 ,44297.91 
E01000544,Brent 034A,1777.00 ,7.21 ,243000.00 ,11.64 ,432.00 ,28760.14 
E01000545,Brent 028A,1809.00 ,11.59 ,366475.00 ,6.98 ,784.00 ,41886.93 
