lsoa,names,unemployment_rate,work_popu_rate,population_density,couple_household_with_dependent_children,couple_household_without_dependent_children,lone_parent_household,one_person_household,other_multi_person_household,ethnic_white,ethnic_mixed_multiple,ethnic_asian_asian_british,ethnic_black,ethnic_other,ethnic_bame,country_of_birthc_uk,country_of_birthc_nuk,religionc_christian,religionc_buddhist,religionc_hindu,religionc_jewish,religionc_muslim,religionc_sikh,religionc_other_religion,religionc_no_religion,religionc_religion_not_stated,tenurec_owned_outright,tenurec_owned_with_a_mortgage_or_loan,tenurtc_social_rented,tenurec_private_rented,dwelling_typec_household_spaces_with_at_least_one_usual_resident,dwelling_typec_household_spaces_with_no_usual_residents,dwelling_type_detached,dwelling_type_semi_detached,dwelling_type_terraced,dwelling_type_flat,house_prices,no_qualifications,level1_qualifications,level2_qualifications,apprenticeship,level3_qualifications,level4_qualifications_and_above,other_qualifications,over_18_students,health_activities_limited,health_activities_limited_a_little,health_activities_not_limited,good_health,fair_health,bad_health,nocars,1car,2cars,3cars,4+_cars,cars_per_household,transport_accessibility,household_income
E01000857,Camden 018A,3,6801,801,1507,23,606,4309,1008,8008,408,905,208,201,1902,6207,3703,4002,7,103,602,604,1,2,2408,2001,2602,1703,2402,3008,9406,504,1,508,1606,7607,690000,909,502,801,7,807,5806,807,402,702,8,8408,8304,1009,507,4508,4101,1006,2,4,7,305,47797
E01000858,Camden 018B,907,7305,2108,1209,1702,1603,37,1606,5708,704,1503,1409,405,4202,6108,3802,3504,8,101,106,1809,2,5,2108,1906,706,1002,5703,2205,9606,304,102,309,1102,8307,440000,2102,1006,1005,101,1204,3505,807,908,1006,806,8008,7805,1203,902,6602,2904,4,0,4,4,509,27282
E01000859,Camden 018C,4,7203,907,1409,2204,308,4701,1108,8609,501,408,2,103,1301,6406,3504,3803,1,1,607,101,1,6,3102,2007,2806,20,1008,3802,9001,909,2,202,2402,7303,895000,504,409,509,4,701,69,703,306,404,509,8907,8902,702,306,4401,4401,10,106,1,7,306,61120
E01000860,Camden 018D,405,6308,2006,809,1607,401,6406,506,8209,308,609,4,204,1701,6207,3703,4008,103,101,407,207,0,7,25,2307,1702,807,4708,2401,9209,701,104,3,901,8605,590000,1601,505,706,9,503,5806,6,6,806,909,8105,7903,1309,607,6502,2709,6,8,1,4,3,44797
E01000862,Camden 018E,209,7009,17,1401,3103,403,3509,1405,82,4,608,3,401,18,6203,3707,3509,6,104,701,3,2,6,3202,1808,3407,2401,604,3208,8806,1104,1,602,1603,7605,632500,403,308,605,5,809,6809,7,608,306,505,9008,9009,606,205,44,4008,1104,209,9,8,502,62468
E01000856,Camden 019A,1109,7202,1109,1408,1707,1403,3206,2005,5701,702,2108,1009,3,4209,59,41,3005,1,7,102,2005,1,2,2404,2104,10,11,4905,2808,98,2,102,306,1708,7702,320000,1704,10,9,101,1209,3804,1101,1104,901,803,8207,8102,1103,705,6609,2705,501,5,0,4,702,27044
E01000861,Camden 019B,704,8003,1104,701,1407,11,4302,24,6905,503,1407,803,203,3005,6001,3909,2902,102,106,102,12,1,7,3208,2101,1108,1602,3104,3904,9409,501,1,206,1504,81,390000,1101,705,709,101,1503,4803,807,1805,606,9,8404,8303,1103,504,73,2307,302,1,0,3,704,30135
E01000957,Camden 019C,808,7508,1107,11,22,1202,3404,2005,6101,502,1409,1409,308,3809,5504,4406,3301,103,6,6,20,0,4,2507,1803,908,1305,38,3204,98,2,5,209,1401,8205,320000,1505,802,9,9,1305,4108,1101,1303,803,703,8403,8101,1108,701,6308,3301,206,5,0,4,406,28624
E01000958,Camden 019D,804,7701,2402,906,1501,1608,2804,3002,54,706,1909,1205,601,46,5604,4306,3401,4,106,4,1703,3,9,2306,2105,5,901,4702,29,98,2,6,202,903,8703,343000,1506,1007,907,7,1509,3707,907,2503,604,604,8702,8407,908,505,7207,2403,206,1,2,3,7,27133
E01000959,Camden 019E,903,6908,703,1209,1205,15,3708,2108,5506,407,2309,1207,301,4404,6106,3804,3305,107,106,7,25,1,4,1908,1703,607,807,6403,1803,9901,9,1,9,101,9709,306000,2705,11,902,105,16,2601,807,1909,1106,1007,7707,7501,1609,709,7404,2305,107,4,0,3,703,22347
E01000929,Camden 020A,1202,6407,908,1705,1403,18,3508,1405,5304,601,1409,1604,901,4606,5207,4703,3409,101,9,2,2703,3,4,1301,20,1002,1001,5707,20,9703,207,1,306,304,92,392500,2201,1108,1101,107,802,3104,1307,701,906,903,8102,7803,1207,901,6308,3101,404,7,0,4,408,26403
E01000930,Camden 020B,903,66,1106,709,13,909,5804,1008,5804,408,1005,1401,1203,4106,4605,5305,3807,5,7,109,1909,1,7,1507,2107,606,10,4601,3507,8808,1102,3,102,105,9609,320000,2202,806,703,102,606,3909,1402,905,1004,1106,78,7605,1406,808,7708,2002,109,1,1,2,607,24061
E01000933,Camden 020C,605,7806,1009,809,2204,606,4104,2007,73,501,1004,504,601,27,56,44,3404,9,107,601,11,2,4,2407,2007,1601,1902,1704,4508,9509,401,108,4,1004,8309,475000,907,505,701,7,902,5803,906,606,707,702,8501,8406,908,506,5803,3406,6,1,1,5,607,37278
E01000934,Camden 020D,1103,6508,807,1309,1401,1401,4602,1107,5106,409,2209,1501,506,4804,4702,5208,4002,2,2,203,2303,1,6,1602,1303,707,803,4604,2703,9705,205,7,105,408,9301,287000,2008,805,1001,6,709,3605,1506,1005,1207,809,7804,7509,1601,8,7004,2608,205,1,3,3,404,25033
E01000935,Camden 020E,1004,6603,602,1502,16,1902,3806,1009,5203,506,1301,2208,602,4707,5406,4504,3906,9,102,1,2401,3,1,1605,1603,601,803,6607,1708,9902,8,5,104,107,9603,505000,1806,11,1206,105,804,3501,1207,802,805,708,8307,8002,1208,7,6902,2701,304,0,3,4,308,25247
E01000863,Camden 021A,605,8206,1601,801,2308,709,3802,2109,7606,307,909,706,202,2304,5605,4305,3301,102,9,208,601,3,6,3304,2105,1204,1005,1908,5209,9203,707,101,7,1405,8304,487500,807,506,801,1,1108,5504,905,1401,601,704,8605,87,808,402,7209,2203,402,3,3,3,702,40815
E01000946,Camden 021B,408,7206,4809,1001,1902,909,4306,1702,6406,404,1801,705,504,3504,5108,4802,3504,9,204,509,1208,1,7,1903,2205,2108,805,3009,3303,8308,1602,5,209,1004,8602,560775,1302,608,8,1,1109,4908,903,1308,6,703,8607,8506,806,508,60,2808,902,105,4,5,604,38675
E01000947,Camden 021C,709,8401,1506,703,1605,707,3905,2809,6307,409,1701,1008,305,3603,5205,4705,2908,103,107,103,1209,2,4,2703,2501,1103,1204,2603,4803,9202,708,101,203,9,8704,400000,1305,607,605,7,1307,4904,905,2009,802,607,8502,8406,905,508,7404,21,401,2,2,3,701,29657
E01000948,Camden 021D,406,7102,1907,1005,2303,805,4208,1409,74,5,907,708,306,26,60,40,3506,9,8,309,804,1,6,2807,21,1809,1407,3305,3007,9301,609,204,408,1504,7606,690000,1407,609,802,101,8,5104,907,1001,709,903,8208,8306,907,607,6206,2805,609,102,8,5,605,40748
E01000952,Camden 022A,1001,7008,807,1209,1703,1706,3005,2106,5102,502,2408,15,308,4808,5907,4003,3305,7,5,5,26,5,5,1908,18,607,803,6009,2109,9805,105,4,109,603,9104,350600,2401,1105,1001,102,1603,2607,10,2104,1103,909,7807,7702,1302,906,6909,2506,401,3,0,3,704,24012
E01000953,Camden 022B,901,6709,6003,11,1504,1308,4202,1705,4608,307,3205,1301,308,5302,5408,4502,3308,1,104,2,3002,1,3,1702,1507,602,1102,6505,1504,9807,103,101,108,308,9209,370000,2608,1201,1101,1,1307,2501,1002,1607,1309,903,7608,7306,1406,1108,7302,2207,305,1,4,3,702,23027
E01000954,Camden 022C,1304,6204,506,1706,12,2301,3105,1509,4401,507,2509,1903,5,5509,6101,3809,3503,1,1,2,3209,1,4,1409,1403,604,304,7901,10,9806,104,9,3,8,98,371000,3005,1303,1005,104,1406,1803,1104,1206,903,902,8105,7903,1206,801,7004,2703,2,3,0,3,704,21566
E01000955,Camden 022D,1004,6609,604,1507,1202,1405,4406,1301,5105,705,2206,1307,406,4805,61,39,4007,1,102,3,1907,3,4,1508,2006,105,308,84,805,9808,102,101,102,101,9607,317500,2707,1006,1206,102,1506,2205,907,2103,1003,9,8007,7301,1707,902,7802,1807,206,5,0,3,709,22567
E01000956,Camden 022E,1009,7108,1509,1406,1207,14,3603,2204,4102,506,3504,1308,4,5808,51,49,2809,103,101,3,3508,2,1,17,1502,406,706,5801,27,9406,504,3,3,9,9801,430000,1708,1105,904,101,1502,3209,1202,2207,708,802,84,8004,1205,701,7503,22,205,0,2,3,8,25464
E01000944,Camden 023A,1108,7809,508,1101,1105,1501,2802,34,4802,5,2808,903,807,5108,52,48,2603,105,2,7,2106,1,5,1702,3001,708,705,5209,3003,9707,203,6,9,1204,8601,355000,1708,803,606,7,4007,2002,507,4009,608,605,8607,8403,905,602,6909,25,307,102,1,4,606,23637
E01000945,Camden 023B,608,7904,2701,808,1505,1108,3605,2703,4608,408,3309,1006,308,5302,4904,5006,2404,107,202,7,2009,2,1,2403,2407,802,709,4204,3903,9409,501,3,106,607,9105,340000,1103,7,708,6,3007,3201,1004,4409,407,702,8801,8508,909,403,7701,1906,205,5,3,3,8,27236
E01000949,Camden 023C,805,6807,602,1403,1609,1406,4408,903,5908,501,2109,1005,207,4002,6506,3404,4602,7,102,6,1604,4,2,1805,1508,402,305,80,1007,9803,107,1,4,102,9803,356500,2206,1201,1003,103,1304,3006,908,1005,8,1102,8008,7905,1502,502,7309,2303,204,4,0,3,502,29196
E01000950,Camden 023D,1304,69,608,1708,905,1708,3409,20,3907,303,3808,1201,601,6003,5007,4903,2701,102,105,0,3903,4,4,1409,1502,508,708,6701,1705,9806,104,7,2,5,9806,220000,2609,1204,1005,104,1502,2203,1105,1802,1001,809,81,7706,1306,808,7305,2402,202,0,2,3,703,20176
E01000951,Camden 023E,1305,6705,408,1501,1203,1404,3801,2001,4604,402,3108,1201,506,5306,5704,4206,3103,104,201,2,3003,1,3,1601,1803,806,805,6308,1609,9802,108,5,3,7,9805,289000,2408,10,906,1,1506,2708,1102,2205,909,1001,7909,7708,1406,706,7201,2502,205,2,0,3,702,21727
E01000936,Camden 024A,1002,7701,809,11,1602,1805,3602,1801,4809,703,2509,1502,206,5101,5005,4905,2804,201,204,7,1608,5,4,2304,2504,1008,907,5006,2507,9602,308,2,302,11,8308,308750,1104,7,807,5,22,4203,802,3906,6,603,8707,8509,806,504,6606,3004,204,4,2,4,609,28382
E01000938,Camden 024B,1005,7402,802,508,13,1701,4104,2207,4601,501,2503,1804,501,5309,4805,5105,2808,106,1,9,1607,3,7,2307,2602,503,503,4708,3901,9508,402,106,102,507,9104,385000,1103,902,908,4,1909,3901,1002,2605,508,601,8802,8504,906,5,81,1509,301,0,0,2,8,26281
E01000939,Camden 024C,1307,6804,709,1509,1206,1408,35,2107,3304,501,4408,1304,303,6606,5203,4707,2403,107,8,3,4002,5,1,1307,1804,508,506,6307,2004,9809,101,4,2,2,9703,385000,2601,702,902,7,2004,2308,1207,2208,704,1001,8205,7807,1404,7,7402,2305,202,0,0,3,8,23517
E01000940,Camden 024D,1202,7104,409,12,17,907,4704,1309,5103,602,2904,904,307,4807,4509,5401,3305,108,104,202,2204,2,3,1809,1904,401,405,6509,2203,9302,608,102,1,106,9602,390000,1703,702,609,6,1002,46,1107,28,708,803,8309,8005,1302,603,7808,1903,101,7,0,2,8,28095
E01000853,Camden 025A,1304,6504,509,603,1203,1104,5508,1402,5907,6,2007,1106,201,4003,56,44,3508,107,9,7,1405,0,7,22,2307,908,704,6301,1707,9702,208,0,1,2,9907,465000,22,8,807,8,1209,3705,1001,1306,1304,12,7406,7207,17,1003,8303,1405,109,2,0,2,8,28846
E01000937,Camden 025B,703,8504,1206,6,1305,702,59,1403,5203,407,3106,708,305,4707,4004,5906,3208,301,2,9,13,5,9,2903,1706,1204,802,2407,5104,8903,1007,101,0,203,9606,300000,701,4,605,3,2408,4708,906,5206,501,408,9001,8809,702,309,8603,12,106,2,0,2,706,28092
E01000941,Camden 025C,1201,7004,403,12,1308,1603,4304,1404,4705,409,31,1203,404,5205,5605,4305,3007,105,104,7,2803,0,3,1902,18,407,504,77,1101,9901,9,4,2,5,9809,330000,2403,1105,1109,107,1009,2801,1106,1004,1105,1201,7603,74,1603,908,75,2208,108,2,2,3,8,23407
E01000942,Camden 025D,403,8903,703,5,1506,501,5505,1808,6004,504,2705,307,3,3906,5103,4807,2908,203,204,6,701,6,6,3306,23,1904,1006,23,4306,9001,909,0,4,201,9705,332500,402,308,702,2,4105,3407,802,6102,303,505,9102,8905,801,204,8208,16,102,0,0,2,8,32028
E01000943,Camden 025E,706,8301,7,509,1306,509,6002,1404,6307,406,2108,508,401,3603,4606,5304,3301,103,104,9,902,4,1,3104,2103,1504,1006,2502,4503,8608,1302,4,1,109,9607,370000,609,607,604,3,1308,5607,902,3007,501,7,8709,8508,10,403,8407,1309,103,0,0,2,8,31578
E01000850,Camden 026A,301,8701,1905,6,2002,209,4808,2201,6309,502,2206,403,401,3601,4809,5101,3504,301,107,101,405,5,6,31,2201,17,807,1709,5209,8909,1001,1,101,503,9305,885000,407,305,308,6,1905,5708,1002,2904,5,505,8904,8806,706,308,7503,2105,206,6,0,3,8,44181
E01000851,Camden 026B,309,8908,1304,402,1801,306,4901,25,6109,404,2501,5,306,3801,49,51,2506,108,304,201,603,5,5,3008,29,1301,1202,1701,5401,89,11,4,9,703,9102,469000,309,306,504,3,3701,3808,1009,4904,208,402,93,9103,601,206,7508,2003,303,6,0,3,8,37265
E01000852,Camden 026C,402,8703,1205,305,1203,307,6201,1804,5808,402,2909,306,305,4102,4207,5703,3206,307,205,102,609,3,8,3501,17,1904,508,2406,4705,7806,2104,1,1,1,9807,330000,605,306,502,6,3208,3908,1103,58,4,6,90,88,808,302,8307,1409,101,2,2,2,8,32650
E01000854,Camden 026D,605,80,1809,601,1408,804,4302,2706,4107,402,3306,1205,8,5803,4104,5806,2608,103,404,8,1606,5,5,2005,2805,1108,1107,3308,38,9406,504,4,7,104,9705,580000,9,406,503,4,3009,4008,901,4301,505,603,8802,8605,802,502,7806,18,206,8,0,3,8,29258
E01000915,Camden 027A,1003,6902,704,1203,1803,1203,3809,1803,4906,407,3303,902,302,5004,6002,3908,3102,7,102,7,2708,5,2,1809,1807,709,901,5901,2107,9704,206,5,9,208,9509,480000,2201,805,805,206,1009,3705,908,904,906,805,8109,7903,1203,804,7002,2603,208,6,0,3,8,28527
E01000916,Camden 027B,507,7801,1407,708,2004,1009,4405,1603,6206,508,1909,708,309,3704,5402,4508,3508,104,102,101,1404,2,4,2604,1901,1302,1504,3804,3006,9303,607,2,4,105,9709,522500,1202,801,8,8,902,5204,903,1407,603,703,8604,84,907,602,7603,2102,109,6,0,3,8,34001
E01000917,Camden 027C,14,6907,706,1108,1108,1403,5002,1108,5106,508,2606,1208,302,4804,5703,4207,3409,103,6,4,2501,2,4,18,1902,307,605,7405,1309,97,3,3,0,2,9905,320000,1905,14,807,8,1209,3304,1007,1009,10,1009,7901,75,1506,904,7801,1907,2,1,1,2,8,24972
E01000920,Camden 027D,507,7705,1305,905,2002,801,4302,1809,6804,503,1703,603,207,3106,59,41,3504,6,7,101,1201,2,7,2603,23,1203,1103,3303,4005,94,6,6,106,903,8805,637500,12,508,605,105,1108,5303,809,1207,604,803,8503,8407,1003,5,6901,2601,402,4,1,4,705,37883
E01000855,Camden 028A,405,84,3201,203,1304,105,6705,1502,7105,306,1703,307,308,2805,5409,4501,3007,105,104,201,4,2,1,2802,3101,2203,1408,1607,4202,8505,1405,8,0,107,9705,225000,406,404,509,4,1107,6405,805,1602,305,709,8806,8501,1103,306,8103,1606,106,4,2,2,709,35286
E01000914,Camden 028B,5,8009,4408,407,1802,504,4908,2109,6709,404,1901,507,209,3201,5009,4901,3504,107,106,109,808,2,3,2701,23,1505,1302,2101,4604,8707,1203,3,101,207,9509,468000,706,404,509,4,1409,5705,902,2009,508,703,8609,8607,807,405,7305,21,404,4,6,3,8,38253
E01000918,Camden 028C,706,79,1608,705,1703,508,5106,1709,6206,604,2101,602,307,3704,52,48,3107,2,101,1,1101,1,6,2404,2709,1403,1009,4007,3008,9107,803,1,4,201,9704,650000,1102,508,901,8,1509,4603,1009,1808,707,907,8206,8202,1109,509,7706,1807,206,1,1,3,8,34647
E01000919,Camden 028D,407,8408,1503,401,1509,707,52,2003,5609,701,2506,508,406,4301,4807,5103,2804,109,204,104,1007,6,6,2602,2708,1004,1104,3606,3704,9004,906,4,7,208,9601,635175,904,508,803,4,2102,4008,1402,2707,506,7,8704,8506,10,405,7606,1908,209,5,2,3,8,35740
E01000001,City of London 001A,305,7307,13,706,3006,206,5107,704,8405,307,807,8,203,1505,6703,3207,4305,104,207,301,102,0,2,3807,901,4005,2003,407,3001,8606,1304,0,2,9,9809,505000,109,206,506,5,7,7706,5,306,303,708,8809,8806,904,2,5902,3205,601,107,5,5,8,58347
E01000002,City of London 001B,107,7102,2208,1004,3007,207,5004,509,8807,308,606,3,6,1103,73,27,4502,9,105,105,3,1,4,4004,907,3708,2507,508,2604,85,15,1,1,305,9603,525000,203,302,505,4,7,7902,204,308,301,7,8909,8909,704,207,58,3503,406,106,6,5,8,57159
E01000003,City of London 001C,407,7307,509,602,1901,6,6201,606,7804,401,1205,303,107,2106,6705,3205,4402,105,202,204,401,5,4,3406,1001,2205,1705,3601,2107,9201,709,0,0,3,9907,350000,13,605,809,105,705,5608,507,708,803,1101,8005,8007,1302,602,8002,1801,103,2,1,2,703,34387
E01000005,City of London 001E,807,7009,19,1301,1403,904,4808,1403,5104,6,2708,1002,407,4806,6007,3903,4104,101,1,401,2707,4,5,1708,6,501,407,6608,2106,8804,1106,2,2,0,9906,300000,2404,802,1102,9,905,3405,1104,8,906,903,81,7904,1303,703,7602,2104,109,4,0,3,8,24000
E01032739,City of London 001F,207,91,16504,3,2305,105,6005,1105,7709,305,1505,9,202,2201,4908,5002,4809,9,301,102,304,4,2,3207,902,1504,13,106,5702,6304,3606,1,4,108,9608,447500,2,207,505,3,608,7306,9,704,1,303,9508,9503,401,6,7603,1805,306,1,6,3,709,53017
E01032740,City of London 001G,303,9104,6307,209,2201,7,6306,1007,8301,207,1003,202,107,1609,5504,4406,4905,106,102,102,2,2,5,3508,8,1506,1604,205,5901,6708,3202,8,4,104,9704,420000,107,308,309,6,507,7802,601,804,107,205,9507,9401,405,105,7108,2007,503,107,6,4,8,52427
E01001808,Hackney 001A,801,5809,1207,3503,1607,405,2609,1607,7905,202,304,401,1008,2005,6302,3608,1409,3,3,5809,305,0,2,805,1304,1303,1101,1403,60,9509,401,209,707,17,7202,307000,3501,1302,1008,9,606,2008,1207,1002,305,406,9109,9101,603,206,5909,3505,308,4,5,5,508,36364
E01001809,Hackney 001B,907,5604,1104,2707,1705,905,3003,1409,6709,306,503,907,1304,3201,6404,3506,2302,4,0,49,409,5,3,1004,1105,1506,1108,2903,41,9503,407,408,7,2304,6407,450000,3002,1208,1206,7,704,2407,1107,806,603,503,8804,8608,909,303,6101,3301,501,7,0,5,506,33867
E01001814,Hackney 001C,808,64,1104,2705,1802,903,2702,1707,6403,407,803,1205,1002,3507,5805,4105,3109,2,1,2807,1002,1,5,1509,1204,1101,1408,2209,3704,9605,305,306,509,28,6205,245000,2406,709,1108,9,706,3009,1601,808,508,501,89,8705,801,404,5701,3702,408,7,2,5,506,32964
E01001823,Hackney 001D,14,59,1501,3207,1502,1208,2703,1109,6106,405,505,1508,1206,3804,6409,3501,2107,5,3,4009,13,9,1,903,1204,1308,1208,3509,2906,9804,106,209,1006,3106,5407,212498,3102,1406,1209,4,808,2206,904,702,409,605,8806,8609,804,408,50,4202,509,107,2,6,203,32452
E01001825,Hackney 001E,904,5301,1006,3907,21,605,22,1007,8104,105,201,409,1001,1806,7103,2807,1001,3,3,6405,206,1,1,507,1605,1902,1705,1301,4808,9802,108,406,1001,4101,4403,207500,4007,1307,1008,2,702,1601,1103,801,403,401,9107,9004,604,301,5005,4205,501,106,2,6,307,40095
E01001714,Hackney 002A,1003,7304,15,1101,1205,1908,3509,2007,4907,604,1106,26,603,5003,4804,5106,4602,103,5,7,2308,7,6,1805,706,509,1003,5907,1906,9708,202,6,304,402,9108,279500,2302,1003,1107,7,10,3105,1206,908,905,10,8005,7602,1507,801,6709,2701,406,5,0,4,605,25992
E01001811,Hackney 002D,1305,68,805,1303,1005,2302,39,1309,4301,601,1304,3001,703,5609,4907,5003,4709,106,7,303,2107,1,5,15,803,307,504,7007,1606,9301,609,102,107,203,9408,320000,3406,1308,902,8,8,1904,1402,808,1202,9,7808,7407,1409,1004,68,2901,205,5,0,4,405,21530
E01001813,Hackney 002E,1208,7006,908,1003,1108,2302,3508,1809,4103,704,1308,29,806,5807,4707,5203,4709,2,1,7,1902,6,1,19,904,501,501,6708,2006,9203,707,7,205,102,9504,160000,2407,1006,1107,1,904,2601,1604,1503,1006,803,8101,76,1401,909,73,2501,107,2,0,3,605,21184
E01033701,Hackney 002F,1601,7108,25,1107,809,2508,3606,17,40,803,1102,3103,902,60,4807,5103,4607,1,4,305,2302,4,6,16,802,307,602,70,1709,78,22,5,107,108,9509,192500,2703,1207,1202,104,8,2603,1201,1108,1009,10,7901,7405,1402,1104,7003,2508,306,1,3,3,601,21621
E01001799,Hackney 003A,801,5805,1006,3406,2004,604,2405,14,7503,209,406,802,9,2407,7301,2609,18,1,1,4404,203,105,1,1704,1601,1703,1804,1705,4305,9704,206,306,8,2401,6403,225000,2906,909,909,1,801,3403,701,801,401,407,9102,8904,803,203,5808,3609,307,2,4,5,4,41561
E01001802,Hackney 003B,902,6204,1005,2107,1603,1406,3408,1205,6508,306,803,1301,903,3402,6601,3309,27,4,6,3203,1008,202,5,17,902,10,1404,4907,2404,94,6,102,708,908,8102,226000,2906,907,10,7,801,3006,1103,9,9,801,8208,8105,1107,608,62,3207,405,8,0,4,303,30119
E01001804,Hackney 003C,607,5805,1101,3205,2103,1001,22,14,7206,405,609,808,701,2704,70,30,2107,3,2,3507,606,102,4,1602,1707,1507,1604,2802,39,9701,209,109,1706,1101,6905,390000,3205,909,904,2,702,3201,808,706,604,607,8609,8702,708,5,5701,3701,502,6,0,5,207,37894
E01001807,Hackney 003D,1108,6708,1107,1709,1908,1204,3508,1401,61,503,603,1907,708,39,6208,3702,3406,6,0,21,903,3,2,19,15,1002,1404,4106,3302,9605,305,303,303,1205,8008,343000,2401,8,1205,101,1001,3305,1008,709,507,603,88,8506,808,506,6006,3405,309,6,4,5,403,32042
E01001812,Hackney 003E,1009,6105,2407,2704,1603,1102,3304,1107,6901,409,4,1302,808,3009,7007,2903,2105,1,2,3409,708,2,1,1706,1606,803,1308,4503,3003,9307,603,108,503,1202,8006,251000,2808,1103,1007,106,707,3203,707,807,7,707,8503,8402,903,604,6402,3108,309,2,0,4,304,31591
E01001725,Hackney 004A,1102,5804,905,2808,1509,1204,2609,1601,6105,308,1101,1404,903,3805,6601,3309,2206,3,5,3807,1507,2,3,11,1008,1306,1306,3201,3904,9806,104,303,702,2705,62,410000,2908,1002,1102,102,803,2804,1008,709,503,506,8901,8608,807,405,56,3809,405,5,0,5,408,36415
E01001726,Hackney 004B,14,6602,501,1908,1207,2404,2307,1904,4103,502,15,3003,803,5807,54,46,3606,102,9,1307,2209,1,3,1408,806,607,1205,5407,2408,9906,4,105,201,808,8706,175000,2407,1402,1302,104,1005,2403,1108,905,6,7,87,8309,11,502,6301,3006,506,6,0,4,506,25802
E01001800,Hackney 004C,1102,6107,805,23,1107,1504,4105,804,5907,402,508,2003,10,4003,6108,3802,2807,4,3,3104,14,9,3,1205,1103,501,504,6002,2603,9809,101,3,102,203,9602,232500,3301,1103,1208,7,802,2402,908,805,803,708,8308,8203,1005,703,7104,2603,203,0,0,3,501,26799
E01001824,Hackney 004D,1405,5707,2106,2405,1508,1706,31,1101,5609,509,705,2108,709,4301,5706,4204,3106,3,3,3305,1308,4,3,708,12,901,1302,5003,2502,9705,205,202,702,706,83,240500,3209,1009,909,106,801,2102,1503,904,708,609,8503,8205,1102,603,6202,3508,2,0,0,4,3,27054
E01001826,Hackney 004E,1007,5808,1103,2503,1303,1506,3103,1405,6103,4,6,17,1107,3807,6102,3808,2705,3,1,3609,1006,104,6,11,1107,906,1008,3901,35,98,2,203,702,1608,7307,335000,3405,1104,1106,9,6,2103,1402,807,807,701,8401,8306,909,604,6705,2705,309,7,3,4,402,28359
E01001723,Hackney 006A,703,7307,1108,1901,2208,803,2701,2207,5903,406,2003,907,601,4007,6405,3505,2408,7,1,1708,1802,103,5,2701,905,1505,1803,1905,4403,9607,303,104,309,2301,7106,337500,1909,808,709,7,904,4307,906,703,508,603,8709,8604,806,5,5903,3107,703,9,7,5,502,41002
E01001724,Hackney 006B,601,7906,1107,1304,1805,707,3904,2101,6306,509,1507,1102,306,3604,62,38,3007,7,4,301,1601,4,7,3804,906,901,2004,1703,46,9708,202,2,209,1102,8309,260000,1203,7,704,5,805,5207,1106,707,401,509,90,8709,709,402,6909,2701,204,5,0,3,6,35605
E01001727,Hackney 006C,6,6106,1007,30,1708,802,2404,1905,6208,303,13,1207,802,3702,70,30,2009,5,102,3106,1206,9,4,1902,1206,1507,1803,2307,4005,95,5,306,9,2609,6005,337500,23,1109,904,6,901,3608,901,709,407,503,90,9002,602,306,52,4001,7,5,3,6,305,41946
E01001768,Hackney 006D,704,7803,1002,1301,1909,1207,2608,2705,5608,502,1403,1903,404,4302,6509,3401,3101,8,3,2,1309,108,5,3902,1003,1208,2401,2409,3603,9702,208,106,302,2509,6902,355000,1409,703,802,5,1104,5101,606,702,604,801,8506,8301,1102,507,5209,3704,805,1,3,6,505,39934
E01001769,Hackney 006E,10,7806,1204,1208,1906,1108,3404,2103,5307,702,1106,2206,409,4603,6404,3506,3608,101,3,106,1309,9,6,3408,909,1109,1708,3802,3101,9702,208,105,208,20,7508,278000,1407,807,807,1,1006,4802,802,708,507,7,8703,8401,1104,405,5809,3407,506,6,2,5,6,38627
E01001715,Hackney 007A,509,89,707,709,2101,508,4007,2405,7005,701,702,1009,403,2905,5705,4205,3705,9,5,1,7,3,2,4409,708,707,1905,1606,5503,9507,403,103,201,308,9207,330000,604,309,406,1,706,6409,1106,8,306,504,9101,8809,709,302,6904,26,4,1,4,4,7,44118
E01001716,Hackney 007B,608,8001,8,801,1707,908,4508,1806,5607,507,1304,1907,406,4303,5509,4401,4304,203,5,102,1201,206,6,2809,804,703,1306,3401,3706,9803,107,106,205,208,9302,240000,1503,709,703,5,805,4805,1109,907,806,702,8401,8007,1207,606,7005,2601,3,0,5,4,703,29877
E01001717,Hackney 007C,704,7302,908,1708,2105,1405,23,2302,5809,405,1505,1303,708,4101,6503,3407,3209,7,102,11,17,5,7,2608,902,15,1708,3508,23,9804,106,408,1101,3708,4603,376000,1509,909,10,101,906,4609,607,1001,7,7,86,8502,801,607,4303,4807,703,7,0,7,403,40448
