Codes,Names,Level_4_qualifications,Mean_Annual_Household_Income,Population_Density
E01002759,Islington 002D,3957,4304,677.00 
E01002760,Islington 002E,1331,1888,404.00 
E01002772,Islington 002F,4146,2924,628.00 
E01002735,Islington 003A,3674,2699,719.00 
E01002805,Islington 003B,4104,3254,1110.00 
E01002806,Islington 003C,3871,3728,794.00 
E01002808,Islington 003D,4151,3228,1170.00 
E01002809,Islington 003E,3236,2903,389.00 
E01002810,Islington 003F,2981,2832,298.00 
E01002768,Islington 004A,3416,3134,625.00 
E01002770,Islington 004B,3829,3775,2530.00 
E01002771,Islington 004C,3199,3233,948.00 
E01002773,Islington 004D,1090,1185,497.00 
E01002774,Islington 004E,4395,3132,2043.00 
E01002732,Islington 005A,2864,1911,1236.00 
E01002734,Islington 005B,1314,788,906.00 
E01002736,Islington 005C,671,1221,182.00 
E01002737,Islington 005D,2099,1532,219.00 
E01002751,Islington 005E,2538,2049,229.00 
E01002742,Islington 006A,4519,4673,689.00 
E01002747,Islington 006B,4250,4483,605.00 
E01002748,Islington 006C,2889,2685,1367.00 
E01002749,Islington 006D,2570,3415,310.00 
E01033493,Islington 006F,4686,4681,12.00 
E01033494,Islington 006G,4288,4607,683.00 
E01002730,Islington 007A,4075,2932,1358.00 
E01002731,Islington 007B,4801,3124,1966.00 
E01002733,Islington 007C,4005,4223,389.00 
E01002763,Islington 007D,2523,2410,542.00 
E01002769,Islington 008A,4544,4062,2611.00 
E01002785,Islington 008B,4435,4308,1380.00 
E01002788,Islington 008C,4670,4217,1001.00 
E01002789,Islington 008D,4759,4670,1204.00 
E01002738,Islington 009A,4382,4218,3079.00 
E01002741,Islington 009B,2009,1901,679.00 
E01002743,Islington 009C,3936,3737,506.00 
E01002744,Islington 009D,4015,4301,547.00 
E01002752,Islington 009E,3354,3535,402.00 
E01002764,Islington 010A,3392,2552,1188.00 
E01002783,Islington 010B,2373,2152,533.00 
E01002784,Islington 010C,2889,2402,1131.00 
E01002786,Islington 010D,3407,2337,730.00 
E01002787,Islington 010E,2492,2409,775.00 
E01002762,Islington 011C,4682,3922,1710.00 
E01002767,Islington 011D,3491,2398,933.00 
E01033486,Islington 011E,1622,2739,126.00 
E01033487,Islington 011F,4041,4164,2.00 
E01033488,Islington 011G,2545,2801,570.00 
E01033491,Islington 011H,4219,3078,2184.00 
E01033492,Islington 011I,4531,4377,1518.00 
E01002777,Islington 012A,4184,3746,906.00 
E01002778,Islington 012B,2027,1359,647.00 
E01002779,Islington 012C,4686,4015,765.00 
E01002781,Islington 012D,2298,2958,419.00 
E01002782,Islington 012E,1301,1768,381.00 
E01002739,Islington 013A,4651,4603,897.00 
E01002740,Islington 013B,4752,4721,2694.00 
E01002745,Islington 013C,4026,4433,685.00 
E01002795,Islington 013D,4512,3674,2001.00 
E01002796,Islington 013E,2807,4187,230.00 
E01002716,Islington 014A,4033,2330,1157.00 
E01002718,Islington 014B,4571,4560,551.00 
E01002721,Islington 014C,3815,3541,974.00 
E01002775,Islington 014D,4187,4320,918.00 
E01002776,Islington 014E,3635,3190,860.00 
E01002780,Islington 014F,3865,3749,240.00 
E01002708,Islington 015A,3505,2272,3744.00 
E01002712,Islington 015B,2523,3058,841.00 
E01002713,Islington 015C,1020,1500,1409.00 
E01002765,Islington 015D,3947,1837,1903.00 
E01002766,Islington 015E,1966,1267,1260.00 
E01002717,Islington 016A,3236,4175,1038.00 
E01002719,Islington 016B,4170,4555,1461.00 
E01002720,Islington 016C,3060,1889,579.00 
E01002790,Islington 016D,2203,2538,236.00 
E01002791,Islington 016E,4164,4511,1411.00 
E01002793,Islington 016F,4273,3188,683.00 
E01002698,Islington 017A,4761,4275,756.00 
E01002699,Islington 017B,4156,4487,424.00 
E01002700,Islington 017C,4382,4815,2058.00 
E01002714,Islington 017D,4628,4608,835.00 
E01002792,Islington 017E,4697,4518,655.00 
E01002722,Islington 018A,2020,2622,329.00 
E01002797,Islington 018B,3910,2936,745.00 
E01002798,Islington 018C,4720,4529,1291.00 
E01002799,Islington 018D,3122,2595,327.00 
E01002800,Islington 018E,163,1513,280.00 
E01002694,Islington 019A,1436,1776,151.00 
E01002697,Islington 019B,2792,1517,784.00 
E01002709,Islington 019C,2774,2234,251.00 
E01002710,Islington 019D,2286,2492,1317.00 
E01002715,Islington 019E,1340,1201,64.00 
E01002696,Islington 020A,4662,4508,1500.00 
E01002794,Islington 020B,4658,4424,2070.00 
E01002801,Islington 020C,4512,4671,692.00 
E01002802,Islington 020D,4331,4609,753.00 
E01002803,Islington 020E,4770,4094,2054.00 
E01002695,Islington 021A,4140,3107,918.00 
E01002711,Islington 021B,4531,3456,1566.00 
E01002727,Islington 021C,4133,3970,858.00 
E01002728,Islington 021D,3582,2737,412.00 
E01002729,Islington 021E,3764,4258,1173.00 
E01002707,Islington 022B,4299,3205,933.00 
E01002723,Islington 022C,2538,2376,601.00 
E01002724,Islington 022D,4745,4643,3147.00 
E01002725,Islington 022E,2182,2397,91.00 
E01002726,Islington 022F,3941,3432,1853.00 
E01033489,Islington 022G,4589,4496,463.00 
E01033490,Islington 022H,4442,3217,954.00 
E01002701,Islington 023A,2959,2580,303.00 
E01002702,Islington 023B,3496,2453,854.00 
E01002703,Islington 023C,2652,2302,349.00 
E01002704,Islington 023D,4111,3397,3734.00 
E01002706,Islington 023E,3645,2769,1248.00 
E01002852,Kensington and Chelsea 001A,2260,1043,4305.00 
E01002853,Kensington and Chelsea 001B,260,1127,104.00 
E01002854,Kensington and Chelsea 001C,344,973,1117.00 
E01002855,Kensington and Chelsea 001D,2410,1581,667.00 
E01002857,Kensington and Chelsea 001E,290,101,82.00 
E01002904,Kensington and Chelsea 002A,138,465,554.00 
E01002905,Kensington and Chelsea 002B,1550,1760,1852.00 
E01002906,Kensington and Chelsea 002C,2307,2517,2268.00 
E01002907,Kensington and Chelsea 002D,203,1625,41.00 
E01002876,Kensington and Chelsea 003A,3859,3925,1043.00 
E01002877,Kensington and Chelsea 003B,1668,1590,1836.00 
E01002878,Kensington and Chelsea 003C,3823,3251,988.00 
E01002908,Kensington and Chelsea 003D,2748,3391,495.00 
E01002909,Kensington and Chelsea 003E,4625,3619,553.00 
E01002829,Kensington and Chelsea 004A,3285,3331,65.00 
E01002830,Kensington and Chelsea 004B,3653,2775,195.00 
E01002831,Kensington and Chelsea 004C,4051,3175,762.00 
E01002832,Kensington and Chelsea 004D,3611,3268,204.00 
E01002856,Kensington and Chelsea 004E,4049,2947,230.00 
E01002870,Kensington and Chelsea 005A,1156,920,1077.00 
E01002872,Kensington and Chelsea 005B,2078,3301,501.00 
E01002879,Kensington and Chelsea 005C,2020,1822,335.00 
E01002880,Kensington and Chelsea 005D,962,545,112.00 
E01002881,Kensington and Chelsea 005E,1028,2057,70.00 
E01002882,Kensington and Chelsea 006A,3582,4399,918.00 
E01002883,Kensington and Chelsea 006B,4636,4695,854.00 
E01002884,Kensington and Chelsea 006C,3910,4194,219.00 
E01002885,Kensington and Chelsea 006D,4508,3976,47.00 
E01002886,Kensington and Chelsea 006E,4267,4714,1012.00 
E01002833,Kensington and Chelsea 007A,4280,4401,173.00 
E01002871,Kensington and Chelsea 007B,4411,4823,1158.00 
E01002873,Kensington and Chelsea 007C,3452,4458,1145.00 
E01002874,Kensington and Chelsea 007D,3778,3989,303.00 
E01002875,Kensington and Chelsea 007E,3964,4688,1707.00 
E01002824,Kensington and Chelsea 008A,4187,4747,1560.00 
E01002825,Kensington and Chelsea 008B,4540,4797,2248.00 
E01002826,Kensington and Chelsea 008C,4380,4680,2673.00 
E01002827,Kensington and Chelsea 008D,4740,4780,3054.00 
E01002828,Kensington and Chelsea 008E,3883,4772,490.00 
E01002864,Kensington and Chelsea 009A,3711,4819,3459.00 
E01002866,Kensington and Chelsea 009B,4245,3687,1673.00 
E01002867,Kensington and Chelsea 009C,4592,3463,667.00 
E01002868,Kensington and Chelsea 009D,4426,4828,3005.00 
E01002869,Kensington and Chelsea 009E,4213,3849,583.00 
E01002887,Kensington and Chelsea 010A,4376,4665,219.00 
E01002889,Kensington and Chelsea 010B,3344,4794,946.00 
E01002890,Kensington and Chelsea 010C,4395,4831,1663.00 
E01002891,Kensington and Chelsea 010D,3947,4784,545.00 
E01002892,Kensington and Chelsea 010E,4612,4738,185.00 
E01002813,Kensington and Chelsea 011A,4660,4809,769.00 
E01002815,Kensington and Chelsea 011B,3887,3931,109.00 
E01002816,Kensington and Chelsea 011C,4056,4741,77.00 
E01002817,Kensington and Chelsea 011D,4389,4762,1671.00 
E01002865,Kensington and Chelsea 011E,3403,4825,1162.00 
E01002818,Kensington and Chelsea 012A,4699,4709,2200.00 
E01002819,Kensington and Chelsea 012B,4316,4769,2600.00 
E01002859,Kensington and Chelsea 012C,4449,4796,1112.00 
E01002860,Kensington and Chelsea 012D,4295,4829,780.00 
E01002863,Kensington and Chelsea 012E,3903,4798,1035.00 
E01002812,Kensington and Chelsea 013A,4567,4500,421.00 
E01002834,Kensington and Chelsea 013B,3883,4658,97.00 
E01002839,Kensington and Chelsea 013C,4316,3855,103.00 
E01002850,Kensington and Chelsea 013D,3491,3698,197.00 
E01002888,Kensington and Chelsea 013E,4810,4502,248.00 
E01002821,Kensington and Chelsea 014A,3983,4790,2235.00 
E01002823,Kensington and Chelsea 014B,2245,3634,259.00 
E01002858,Kensington and Chelsea 014C,2698,2382,74.00 
E01002861,Kensington and Chelsea 014D,3951,4764,350.00 
E01002862,Kensington and Chelsea 014E,3268,2561,22.00 
E01002814,Kensington and Chelsea 015A,4213,3414,1465.00 
E01002847,Kensington and Chelsea 015B,4426,3927,168.00 
E01002848,Kensington and Chelsea 015C,4079,3378,292.00 
E01002851,Kensington and Chelsea 015D,3460,2708,83.00 
E01002820,Kensington and Chelsea 016A,3811,4689,1859.00 
E01002822,Kensington and Chelsea 016B,3514,4806,778.00 
E01002835,Kensington and Chelsea 016C,4512,4739,1541.00 
E01002836,Kensington and Chelsea 016D,4154,4685,172.00 
E01002837,Kensington and Chelsea 016E,4087,4749,111.00 
E01002846,Kensington and Chelsea 017A,3403,3405,658.00 
E01002849,Kensington and Chelsea 017B,4161,4153,118.00 
E01002893,Kensington and Chelsea 017C,4454,3779,525.00 
E01002894,Kensington and Chelsea 017D,4265,4412,584.00 
E01002898,Kensington and Chelsea 017E,4019,4745,1113.00 
E01002899,Kensington and Chelsea 018A,3084,3876,196.00 
E01002900,Kensington and Chelsea 018B,3931,4821,1099.00 
E01002901,Kensington and Chelsea 018C,2879,4573,3645.00 
E01002902,Kensington and Chelsea 018D,4496,4644,1295.00 
E01002903,Kensington and Chelsea 018E,4343,4834,768.00 
E01002844,Kensington and Chelsea 019A,3718,4712,1024.00 
E01002845,Kensington and Chelsea 019B,3445,3916,151.00 
E01002910,Kensington and Chelsea 019C,3371,4501,1387.00 
E01002911,Kensington and Chelsea 019D,4280,4800,967.00 
E01002914,Kensington and Chelsea 019E,4164,4740,2033.00 
E01002838,Kensington and Chelsea 020A,3354,4722,147.00 
E01002895,Kensington and Chelsea 020B,3773,4817,741.00 
E01002896,Kensington and Chelsea 020C,4662,4718,814.00 
E01002897,Kensington and Chelsea 020D,3601,3894,1408.00 
E01002912,Kensington and Chelsea 020E,4435,4544,796.00 
E01002840,Kensington and Chelsea 021A,1775,2605,391.00 
E01002841,Kensington and Chelsea 021B,2580,3623,788.00 
E01002842,Kensington and Chelsea 021C,402,568,1.00 
E01002843,Kensington and Chelsea 021D,1322,2485,135.00 
E01002913,Kensington and Chelsea 021E,4369,4052,745.00 
E01003015,Lambeth 002A,2552,1214,480.00 
E01003108,Lambeth 002B,2570,1571,251.00 
E01003110,Lambeth 002C,4618,3816,1541.00 
E01003111,Lambeth 002D,856,328,186.00 
E01003112,Lambeth 002E,2460,1677,1510.00 
E01003101,Lambeth 003A,3387,2183,860.00 
E01003105,Lambeth 003B,3036,1651,484.00 
E01003106,Lambeth 003C,4489,3214,936.00 
E01003107,Lambeth 003D,4737,4001,1134.00 
E01003109,Lambeth 003E,4284,1910,3169.00 
E01003102,Lambeth 004A,4512,3237,1808.00 
E01003104,Lambeth 004C,3999,2348,288.00 
E01003122,Lambeth 004D,4187,2134,615.00 
E01003129,Lambeth 004E,4164,2509,351.00 
E01033207,Lambeth 004F,2995,2028,2945.00 
E01033208,Lambeth 004G,4585,3403,37.00 
E01003098,Lambeth 005A,3501,2544,255.00 
E01003099,Lambeth 005B,3522,2063,3528.00 
E01003100,Lambeth 005C,4814,3817,588.00 
E01003180,Lambeth 005D,3185,2320,1350.00 
E01003183,Lambeth 005E,2552,1451,1579.00 
E01003097,Lambeth 006A,2163,904,527.00 
E01003121,Lambeth 006B,934,544,94.00 
E01003123,Lambeth 006C,4071,3802,1434.00 
E01003124,Lambeth 006D,2419,1442,276.00 
E01003125,Lambeth 006E,1175,250,178.00 
E01003181,Lambeth 007A,2758,1662,276.00 
E01003184,Lambeth 007B,456,199,58.00 
E01003185,Lambeth 007C,3992,2249,380.00 
E01003186,Lambeth 007D,4562,3265,2510.00 
E01003187,Lambeth 007E,1715,865,1373.00 
E01003089,Lambeth 008A,2252,717,1188.00 
E01003091,Lambeth 008B,3210,1912,259.00 
E01003092,Lambeth 008C,2538,815,1680.00 
E01003126,Lambeth 008D,2252,1333,522.00 
E01003128,Lambeth 008E,1474,532,356.00 
E01003046,Lambeth 009A,1463,338,468.00 
E01003048,Lambeth 009B,1116,251,976.00 
E01003075,Lambeth 009C,762,206,232.00 
E01003182,Lambeth 009D,3210,2119,2067.00 
E01003188,Lambeth 009E,1237,497,271.00 
E01003088,Lambeth 010A,4151,2111,463.00 
E01003093,Lambeth 010B,3029,695,186.00 
E01003094,Lambeth 010C,3778,2586,276.00 
E01003096,Lambeth 010D,4813,3756,1398.00 
E01003127,Lambeth 010E,3865,2527,1213.00 
E01003045,Lambeth 011A,1866,513,825.00 
E01003047,Lambeth 011B,2807,1298,2070.00 
E01003049,Lambeth 011C,1883,595,936.00 
E01003059,Lambeth 011D,1430,453,226.00 
E01003060,Lambeth 011E,772,184,337.00 
E01003061,Lambeth 011F,1762,1636,243.00 
E01003034,Lambeth 012A,4221,3367,839.00 
E01003035,Lambeth 012B,4573,3832,903.00 
E01003036,Lambeth 012C,4115,3747,807.00 
E01003090,Lambeth 012D,4816,3232,1363.00 
E01003095,Lambeth 012E,4577,3945,1628.00 
E01003037,Lambeth 013A,2860,1738,829.00 
E01003038,Lambeth 013B,4606,4519,1194.00 
E01003039,Lambeth 013C,4819,4533,2143.00 
E01003040,Lambeth 013D,3702,4064,1550.00 
E01003042,Lambeth 013E,2508,2487,483.00 
E01003072,Lambeth 014A,4490,4201,2486.00 
E01003073,Lambeth 014B,3084,2315,1862.00 
E01003076,Lambeth 014C,4225,2483,3945.00 
E01003077,Lambeth 014D,4019,2415,619.00 
E01003078,Lambeth 014E,3992,4396,2513.00 
E01003019,Lambeth 015A,4800,3877,1533.00 
E01003053,Lambeth 015B,4745,3948,860.00 
E01003054,Lambeth 015C,4812,4193,372.00 
E01003056,Lambeth 015D,4751,3028,308.00 
E01003058,Lambeth 015E,4794,3580,415.00 
E01003020,Lambeth 016A,4291,2933,1415.00 
E01003050,Lambeth 016B,4376,2723,527.00 
E01003052,Lambeth 016C,1507,313,1067.00 
E01003055,Lambeth 016D,4091,2830,1263.00 
E01003176,Lambeth 016E,2698,838,1095.00 
E01003029,Lambeth 017A,4672,3760,1513.00 
E01003032,Lambeth 017B,3859,2360,2059.00 
E01003041,Lambeth 017C,3489,1909,488.00 
E01003057,Lambeth 017D,3618,1913,494.00 
E01003043,Lambeth 018A,4359,3385,619.00 
E01003044,Lambeth 018B,930,926,133.00 
E01003051,Lambeth 018C,2492,1098,2128.00 
E01003071,Lambeth 018D,4824,3968,2024.00 
E01003074,Lambeth 018E,4781,3537,4525.00 
E01003026,Lambeth 019A,4631,4569,3808.00 
E01003027,Lambeth 019B,4161,4756,1031.00 
E01003028,Lambeth 019C,3976,4211,1259.00 
E01003030,Lambeth 019D,4797,4532,1825.00 
E01003033,Lambeth 019E,4133,4531,1510.00 
E01003018,Lambeth 020A,4805,3511,1527.00 
E01003171,Lambeth 020B,4244,2355,635.00 
E01003173,Lambeth 020C,4036,3647,1050.00 
E01003177,Lambeth 020D,3933,2442,505.00 
E01003178,Lambeth 020E,4325,3772,702.00 
E01003021,Lambeth 021A,2480,1089,1728.00 
E01003022,Lambeth 021B,4191,3292,867.00 
E01003023,Lambeth 021C,4756,2533,1103.00 
E01003024,Lambeth 021D,2381,942,1031.00 
E01003025,Lambeth 021E,3627,1925,1663.00 
E01003136,Lambeth 022A,3331,2100,874.00 
E01003137,Lambeth 022B,1957,1047,804.00 
E01003159,Lambeth 022C,2173,1603,1439.00 
E01003160,Lambeth 022D,954,451,576.00 
E01003162,Lambeth 022E,1528,290,748.00 
E01003031,Lambeth 023A,4194,2742,405.00 
E01003156,Lambeth 023B,3815,3646,881.00 
E01003157,Lambeth 023C,4203,4470,1835.00 
E01003158,Lambeth 023D,4636,4550,1034.00 
E01003161,Lambeth 023E,3158,3510,933.00 
E01003163,Lambeth 023F,3324,3418,2363.00 
E01003132,Lambeth 024A,1382,1103,1387.00 
E01003172,Lambeth 024B,3268,1575,983.00 
E01003174,Lambeth 024C,1943,366,1570.00 
E01003175,Lambeth 024D,1197,1242,975.00 
E01003179,Lambeth 024E,1587,449,180.00 
E01003164,Lambeth 025A,4221,2399,2093.00 
E01003165,Lambeth 025B,3529,3464,2126.00 
E01003168,Lambeth 025C,1156,1212,2483.00 
E01003169,Lambeth 025D,4702,2965,2220.00 
E01003170,Lambeth 025E,4567,4388,3637.00 
E01003130,Lambeth 026A,3933,3347,1490.00 
E01003131,Lambeth 026B,3427,3784,2122.00 
E01003135,Lambeth 026C,3185,2232,615.00 
E01003138,Lambeth 026D,4352,4355,1185.00 
E01003151,Lambeth 026E,2401,403,1218.00 
E01003079,Lambeth 027A,2823,1921,2691.00 
E01003080,Lambeth 027B,3416,3142,1103.00 
E01003133,Lambeth 027C,3751,3164,1954.00 
E01003134,Lambeth 027D,3099,3431,1734.00 
E01003152,Lambeth 027E,4104,3421,2676.00 
E01003064,Lambeth 028A,4019,4055,1588.00 
E01003066,Lambeth 028B,2265,1685,3794.00 
E01003081,Lambeth 028C,3055,2107,2452.00 
E01003166,Lambeth 028D,4531,2835,2835.00 
E01003167,Lambeth 028E,4258,4367,2346.00 
E01003116,Lambeth 029A,3354,3648,3322.00 
E01003117,Lambeth 029B,4240,2870,1834.00 
E01003118,Lambeth 029C,3903,3564,2559.00 
E01003153,Lambeth 029D,4547,2752,990.00 
E01003155,Lambeth 029E,3590,3336,1795.00 
E01003083,Lambeth 030A,2652,3555,1506.00 
E01003084,Lambeth 030B,3471,3609,1358.00 
E01003085,Lambeth 030C,2831,3159,2740.00 
E01003149,Lambeth 030D,3635,3685,3163.00 
E01003154,Lambeth 030E,2460,1628,2177.00 
E01003065,Lambeth 031A,806,703,998.00 
E01003068,Lambeth 031B,1678,1966,2033.00 
E01003082,Lambeth 031C,1715,1716,1055.00 
E01003086,Lambeth 031D,973,814,1454.00 
E01003087,Lambeth 031E,742,310,1187.00 
E01003113,Lambeth 032A,4115,2504,1786.00 
E01003114,Lambeth 032B,3898,2731,2336.00 
E01003119,Lambeth 032C,4019,2860,1898.00 
E01003120,Lambeth 032D,3561,1813,1454.00 
E01003148,Lambeth 032E,3639,3019,2278.00 
E01003150,Lambeth 032F,2874,1766,1748.00 
E01003062,Lambeth 033A,3795,2880,1237.00 
E01003063,Lambeth 033B,1682,974,1014.00 
E01003067,Lambeth 033C,3022,3478,1530.00 
E01003069,Lambeth 033D,1340,1970,2881.00 
E01003070,Lambeth 033E,1303,1155,1110.00 
E01003115,Lambeth 034A,3148,2574,730.00 
E01003141,Lambeth 034B,2758,2170,1757.00 
E01003144,Lambeth 034C,3072,4250,4286.00 
E01003145,Lambeth 034D,3247,2335,1806.00 
E01003147,Lambeth 034E,3384,2346,2016.00 
E01003139,Lambeth 035A,1831,2038,1103.00 
E01003140,Lambeth 035B,1488,2226,1299.00 
E01003142,Lambeth 035C,721,1678,1277.00 
E01003143,Lambeth 035D,981,1489,1735.00 
E01003146,Lambeth 035E,1175,1726,998.00 
E01003013,Lambeth 036A,4698,4438,3788.00 
E01003014,Lambeth 036B,3295,2438,2171.00 
E01003016,Lambeth 036C,2689,3570,1760.00 
E01003017,Lambeth 036D,3489,2888,1145.00 
E01032582,Lambeth 036E,4277,2408,3616.00 
E01003244,Lewisham 001A,1446,229,131.00 
E01003245,Lewisham 001B,947,560,756.00 
E01003247,Lewisham 001C,3639,2706,2328.00 
E01003249,Lewisham 001D,3471,1633,790.00 
E01003250,Lewisham 001E,3328,1344,2217.00 
E01003246,Lewisham 002A,1436,592,2942.00 
E01003248,Lewisham 002B,1981,571,3077.00 
E01003251,Lewisham 002C,1129,121,2805.00 
E01003252,Lewisham 002D,329,45,162.00 
E01003253,Lewisham 002E,1678,421,1506.00 
E01003297,Lewisham 003A,2401,1118,3925.00 
E01003299,Lewisham 003B,2467,1462,1560.00 
E01003301,Lewisham 003C,3711,1892,2614.00 
E01003302,Lewisham 003D,1749,681,1067.00 
E01003305,Lewisham 003E,1276,1079,811.00 
E01003207,Lewisham 005A,1389,489,969.00 
E01003209,Lewisham 005B,3629,1307,1082.00 
E01003210,Lewisham 005C,4123,3029,2193.00 
E01003212,Lewisham 005D,4208,2560,2745.00 
E01003215,Lewisham 005E,3815,1632,2573.00 
E01003338,Lewisham 006A,1786,316,1350.00 
E01003339,Lewisham 006B,3331,1952,1518.00 
E01003340,Lewisham 006C,4517,3150,1979.00 
E01003341,Lewisham 006D,3645,3610,2108.00 
E01003343,Lewisham 006E,2774,2333,1082.00 
E01003199,Lewisham 007A,4418,4344,3613.00 
E01003201,Lewisham 007B,3060,2773,1661.00 
E01003204,Lewisham 007C,3111,3452,3099.00 
E01003205,Lewisham 007D,423,470,399.00 
E01003206,Lewisham 007E,4138,4185,2452.00 
E01003211,Lewisham 008B,3838,3245,2383.00 
E01003213,Lewisham 008C,4487,3490,2598.00 
E01003214,Lewisham 008D,3227,1681,1661.00 
E01033324,Lewisham 008E,3084,2169,2051.00 
E01033325,Lewisham 008F,4425,3940,89.00 
E01003198,Lewisham 009A,3653,4047,1870.00 
E01003200,Lewisham 009B,4400,4499,4538.00 
